Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-04-29T04:00:00.000Z,15.3699998856,15.4200000763,14.6300001144,14.6700000763,0,0.0,0.0
2024-04-30T04:00:00.000Z,14.8199996948,15.8999996185,14.6700000763,15.6499996185,0,0.0,0.0
2024-05-01T04:00:00.000Z,15.75,16.2199993134,14.3500003815,15.3900003433,0,0.0,0.0
2024-05-02T04:00:00.000Z,15.1400003433,16.0900001526,14.6000003815,14.6800003052,0,0.0,0.0
2024-05-03T04:00:00.000Z,14.5100002289,14.5799999237,13.4799995422,13.4899997711,0,0.0,0.0
2024-05-06T04:00:00.000Z,13.9799995422,14.0200004578,13.4399995804,13.4899997711,0,0.0,0.0
2024-05-07T04:00:00.000Z,13.5200004578,13.6400003433,13.1599998474,13.2299995422,0,0.0,0.0
2024-05-08T04:00:00.000Z,13.2399997711,13.5100002289,12.9399995804,13.0,0,0.0,0.0
2024-05-09T04:00:00.000Z,13.0799999237,13.2899999619,12.6800003052,12.6899995804,0,0.0,0.0
2024-05-10T04:00:00.000Z,12.7700004578,12.9600000381,12.5,12.5500001907,0,0.0,0.0
2024-05-13T04:00:00.000Z,13.2600002289,13.6599998474,13.25,13.6000003815,0,0.0,0.0
2024-05-14T04:00:00.000Z,13.7100000381,14.029999733,13.2700004578,13.4200000763,0,0.0,0.0
2024-05-15T04:00:00.000Z,13.7299995422,13.9399995804,12.3800001144,12.4499998093,0,0.0,0.0
2024-05-16T04:00:00.000Z,12.5200004578,12.6700000763,12.3299999237,12.4200000763,0,0.0,0.0
2024-05-17T04:00:00.000Z,12.279999733,12.4799995422,11.9099998474,11.9899997711,0,0.0,0.0
2024-05-20T04:00:00.000Z,12.2700004578,12.5900001526,12.0699996948,12.1499996185,0,0.0,0.0
2024-05-21T04:00:00.000Z,12.3000001907,12.5600004196,11.8400001526,11.8599996567,0,0.0,0.0
2024-05-22T04:00:00.000Z,12.0500001907,12.8100004196,11.779999733,12.2899999619,0,0.0,0.0
2024-05-23T04:00:00.000Z,11.529999733,13.3699998856,11.5200004578,12.7700004578,0,0.0,0.0
2024-05-24T04:00:00.000Z,12.8599996567,12.8900003433,11.8900003433,11.9300003052,0,0.0,0.0
2024-05-28T04:00:00.000Z,12.5100002289,13.4399995804,12.3599996567,12.9200000763,0,0.0,0.0
2024-05-29T04:00:00.000Z,13.75,14.3199996948,13.6899995804,14.279999733,0,0.0,0.0
2024-05-30T04:00:00.000Z,14.8199996948,14.8800001144,13.6700000763,14.470000267,0,0.0,0.0
2024-05-31T04:00:00.000Z,14.5,14.8699998856,12.8400001526,12.9200000763,0,0.0,0.0
2024-06-03T04:00:00.000Z,13.0799999237,14.3100004196,13.0,13.1099996567,0,0.0,0.0
2024-06-04T04:00:00.000Z,13.5100002289,14.0799999237,13.1099996567,13.1599998474,0,0.0,0.0
2024-06-05T04:00:00.000Z,13.1400003433,13.25,12.6000003815,12.6300001144,0,0.0,0.0
2024-06-06T04:00:00.000Z,12.75,12.9799995422,12.5399999619,12.5799999237,0,0.0,0.0
2024-06-07T04:00:00.000Z,12.6899995804,13.0799999237,12.1099996567,12.220000267,0,0.0,0.0
2024-06-10T04:00:00.000Z,13.0900001526,13.279999733,12.6199998856,12.7399997711,0,0.0,0.0
2024-06-11T04:00:00.000Z,12.8500003815,13.470000267,12.779999733,12.8500003815,0,0.0,0.0
2024-06-12T04:00:00.000Z,13.1000003815,13.1499996185,11.9399995804,12.0399999619,0,0.0,0.0
2024-06-13T04:00:00.000Z,12.0500001907,12.6800003052,11.8800001144,11.9399995804,0,0.0,0.0
2024-06-14T04:00:00.000Z,12.220000267,13.4499998093,12.1199998856,12.6599998474,0,0.0,0.0
2024-06-17T04:00:00.000Z,13.0699996948,13.2899999619,12.5,12.75,0,0.0,0.0
2024-06-18T04:00:00.000Z,12.6999998093,12.7399997711,12.2399997711,12.3000001907,0,0.0,0.0
2024-06-20T04:00:00.000Z,12.5,13.5500001907,12.1800003052,13.279999733,0,0.0,0.0
2024-06-21T04:00:00.000Z,13.220000267,13.779999733,12.9899997711,13.1999998093,0,0.0,0.0
2024-06-24T04:00:00.000Z,13.8500003815,13.8800001144,13.1499996185,13.3299999237,0,0.0,0.0
2024-06-25T04:00:00.000Z,13.4799995422,13.5200004578,12.8400001526,12.8400001526,0,0.0,0.0
2024-06-26T04:00:00.000Z,12.8100004196,13.2399997711,12.3699998856,12.5500001907,0,0.0,0.0
2024-06-27T04:00:00.000Z,12.6899995804,12.7700004578,12.2100000381,12.2399997711,0,0.0,0.0
2024-06-28T04:00:00.000Z,12.2399997711,12.7600002289,11.8699998856,12.4399995804,0,0.0,0.0
2024-07-01T04:00:00.000Z,12.9799995422,13.2600002289,12.1000003815,12.220000267,0,0.0,0.0
2024-07-02T04:00:00.000Z,12.6700000763,12.8800001144,11.8500003815,12.029999733,0,0.0,0.0
2024-07-03T04:00:00.000Z,12.1300001144,12.2299995422,11.9499998093,12.0900001526,0,0.0,0.0
2024-07-05T04:00:00.000Z,12.3699998856,12.6099996567,11.8400001526,12.4799995422,0,0.0,0.0
2024-07-08T04:00:00.000Z,12.9099998474,12.9099998474,12.3100004196,12.3699998856,0,0.0,0.0
2024-07-09T04:00:00.000Z,12.4799995422,12.6099996567,12.3500003815,12.5100002289,0,0.0,0.0
2024-07-10T04:00:00.000Z,12.5100002289,12.9200000763,12.3900003433,12.8500003815,0,0.0,0.0
2024-07-11T04:00:00.000Z,12.8800001144,13.3299999237,12.2299995422,12.9200000763,0,0.0,0.0
2024-07-12T04:00:00.000Z,12.8699998856,12.8900003433,12.1099996567,12.4600000381,0,0.0,0.0
2024-07-15T04:00:00.000Z,12.779999733,13.2600002289,12.75,13.1199998856,0,0.0,0.0
2024-07-16T04:00:00.000Z,13.3800001144,13.470000267,12.9499998093,13.1899995804,0,0.0,0.0
2024-07-17T04:00:00.000Z,13.6000003815,14.8800001144,13.5399999619,14.4799995422,0,0.0,0.0
2024-07-18T04:00:00.000Z,14.2700004578,16.4300003052,14.0799999237,15.9300003052,0,0.0,0.0
2024-07-19T04:00:00.000Z,16.4400005341,17.1900005341,10.6199998856,16.5200004578,0,0.0,0.0
2024-07-22T04:00:00.000Z,16.7900009155,16.8899993896,14.75,14.9099998474,0,0.0,0.0
2024-07-23T04:00:00.000Z,15.2100000381,15.3500003815,13.8999996185,14.720000267,0,0.0,0.0
2024-07-24T04:00:00.000Z,15.3500003815,18.4599990845,15.1800003052,18.0400009155,0,0.0,0.0
2024-07-25T04:00:00.000Z,18.4099998474,19.3600006104,16.4200000763,18.4599990845,0,0.0,0.0
2024-07-26T04:00:00.000Z,17.9699993134,18.0499992371,16.3700008392,16.3899993896,0,0.0,0.0
2024-07-29T04:00:00.000Z,16.5900001526,17.2099990845,16.2299995422,16.6000003815,0,0.0,0.0
2024-07-30T04:00:00.000Z,16.6399993896,18.3199996948,16.2600002289,17.6900005341,0,0.0,0.0
2024-07-31T04:00:00.000Z,16.6599998474,16.7700004578,15.7100000381,16.3600006104,0,0.0,0.0
2024-08-01T04:00:00.000Z,16.2000007629,19.4799995422,15.9499998093,18.5900001526,0,0.0,0.0
2024-08-02T04:00:00.000Z,20.5200004578,29.6599998474,20.0100002289,23.3899993896,0,0.0,0.0
2024-08-05T04:00:00.000Z,23.3899993896,65.7300033569,23.3899993896,38.5699996948,0,0.0,0.0
2024-08-06T04:00:00.000Z,33.7099990845,34.7700004578,24.0200004578,27.7099990845,0,0.0,0.0
2024-08-07T04:00:00.000Z,24.7700004578,29.7600002289,21.9699993134,27.8500003815,0,0.0,0.0
2024-08-08T04:00:00.000Z,28.3400001526,29.4699993134,23.3600006104,23.7900009155,0,0.0,0.0
2024-08-09T04:00:00.000Z,23.7800006866,24.5200004578,20.2600002289,20.3700008392,0,0.0,0.0
2024-08-12T04:00:00.000Z,20.7900009155,21.1900005341,18.8899993896,20.7099990845,0,0.0,0.0
2024-08-13T04:00:00.000Z,20.0599994659,20.7900009155,17.9500007629,18.1200008392,0,0.0,0.0
2024-08-14T04:00:00.000Z,18.4099998474,18.4899997711,16.1200008392,16.1900005341,0,0.0,0.0
2024-08-15T04:00:00.000Z,16.2700004578,16.6800003052,14.7700004578,15.2299995422,0,0.0,0.0
2024-08-16T04:00:00.000Z,15.2899999619,15.7600002289,14.6499996185,14.8000001907,0,0.0,0.0
2024-08-19T04:00:00.000Z,15.9399995804,16.0699996948,14.4600000381,14.6499996185,0,0.0,0.0
2024-08-20T04:00:00.000Z,14.8900003433,15.9300003052,14.779999733,15.8800001144,0,0.0,0.0
2024-08-21T04:00:00.000Z,16.25,17.1700000763,15.9200000763,16.2700004578,0,0.0,0.0
2024-08-22T04:00:00.000Z,16.2700004578,18.0599994659,15.7600002289,17.5499992371,0,0.0,0.0
2024-08-23T04:00:00.000Z,17.1200008392,17.2099990845,15.6099996567,15.8599996567,0,0.0,0.0
2024-08-26T04:00:00.000Z,16.2700004578,16.6700000763,15.8100004196,16.1499996185,0,0.0,0.0
2024-08-27T04:00:00.000Z,16.2099990845,16.8099994659,15.3699998856,15.4300003052,0,0.0,0.0
2024-08-28T04:00:00.000Z,15.5100002289,17.8899993896,15.4600000381,17.1100006104,0,0.0,0.0
2024-08-29T04:00:00.000Z,16.5400009155,16.5699996948,15.1899995804,15.6499996185,0,0.0,0.0
2024-08-30T04:00:00.000Z,15.6700000763,16.0400009155,14.779999733,15.0,0,0.0,0.0
2024-09-03T04:00:00.000Z,15.7600002289,21.9899997711,15.7100000381,20.7199993134,0,0.0,0.0
2024-09-04T04:00:00.000Z,23.2000007629,23.3099994659,19.3400001526,21.3199996948,0,0.0,0.0
2024-09-05T04:00:00.000Z,20.75,21.5300006866,19.2099990845,19.8999996185,0,0.0,0.0
2024-09-06T04:00:00.000Z,21.9799995422,23.7600002289,18.8299999237,22.3799991608,0,0.0,0.0
2024-09-09T04:00:00.000Z,21.3199996948,21.4099998474,19.2900009155,19.4500007629,0,0.0,0.0
2024-09-10T04:00:00.000Z,19.8600006104,20.7399997711,18.8999996185,19.0799999237,0,0.0,0.0
2024-09-11T04:00:00.000Z,19.4099998474,21.4099998474,17.5499992371,17.6900005341,0,0.0,0.0
2024-09-12T04:00:00.000Z,17.6200008392,18.5900001526,16.8899993896,17.0699996948,0,0.0,0.0
2024-09-13T04:00:00.000Z,17.0300006866,17.1800003052,16.2299995422,16.5599994659,0,0.0,0.0
2024-09-16T04:00:00.000Z,17.1599998474,17.6900005341,16.9099998474,17.1399993896,0,0.0,0.0
2024-09-17T04:00:00.000Z,17.1599998474,18.0799999237,16.6700000763,17.6100006104,0,0.0,0.0
2024-09-18T04:00:00.000Z,17.5799999237,19.3899993896,17.1100006104,18.2299995422,0,0.0,0.0
2024-09-19T04:00:00.000Z,17.2099990845,17.2700004578,16.2099990845,16.3299999237,0,0.0,0.0
2024-09-20T04:00:00.000Z,16.3500003815,16.6800003052,15.8100004196,16.1499996185,0,0.0,0.0
2024-09-23T04:00:00.000Z,16.7099990845,16.9500007629,15.75,15.8900003433,0,0.0,0.0
2024-09-24T04:00:00.000Z,15.8699998856,16.6700000763,15.2700004578,15.3900003433,0,0.0,0.0
2024-09-25T04:00:00.000Z,15.8199996948,15.8199996948,15.1700000763,15.4099998474,0,0.0,0.0
2024-09-26T04:00:00.000Z,15.0600004196,15.8299999237,14.8999996185,15.3699998856,0,0.0,0.0
2024-09-27T04:00:00.000Z,15.6400003433,16.9699993134,15.1999998093,16.9599990845,0,0.0,0.0
2024-09-30T04:00:00.000Z,17.0100002289,17.7900009155,16.4699993134,16.7299995422,0,0.0,0.0
2024-10-01T04:00:00.000Z,16.9599990845,20.7299995422,16.6100006104,19.2600002289,0,0.0,0.0
2024-10-02T04:00:00.000Z,19.6499996185,20.3600006104,18.5799999237,18.8999996185,0,0.0,0.0
2024-10-03T04:00:00.000Z,19.6299991608,20.75,19.1599998474,20.4899997711,0,0.0,0.0
2024-10-04T04:00:00.000Z,20.4799995422,20.4799995422,18.4799995422,19.2099990845,0,0.0,0.0
2024-10-07T04:00:00.000Z,20.7600002289,23.0300006866,20.6499996185,22.6399993896,0,0.0,0.0
2024-10-08T04:00:00.000Z,22.9200000763,23.1399993896,21.1399993896,21.4200000763,0,0.0,0.0
2024-10-09T04:00:00.000Z,21.9799995422,22.0100002289,20.7099990845,20.8600006104,0,0.0,0.0
2024-10-10T04:00:00.000Z,20.9099998474,21.3899993896,20.6399993896,20.9300003052,0,0.0,0.0
2024-10-11T04:00:00.000Z,20.8700008392,21.1599998474,20.1399993896,20.4599990845,0,0.0,0.0
2024-10-14T04:00:00.000Z,20.8600006104,20.8600006104,19.6900005341,19.7000007629,0,0.0,0.0
2024-10-15T04:00:00.000Z,19.6100006104,20.8899993896,19.4400005341,20.6399993896,0,0.0,0.0
2024-10-16T04:00:00.000Z,20.7700004578,21.0100002289,19.4500007629,19.5799999237,0,0.0,0.0
2024-10-17T04:00:00.000Z,19.5499992371,19.6499996185,18.8799991608,19.1100006104,0,0.0,0.0
2024-10-18T04:00:00.000Z,19.2999992371,19.3199996948,17.9899997711,18.0300006866,0,0.0,0.0
2024-10-21T04:00:00.000Z,18.7800006866,19.3400001526,18.3600006104,18.3700008392,0,0.0,0.0
2024-10-22T04:00:00.000Z,18.7900009155,19.4400005341,18.0499992371,18.2000007629,0,0.0,0.0
2024-10-23T04:00:00.000Z,18.2099990845,20.4699993134,18.1800003052,19.2399997711,0,0.0,0.0
2024-10-24T04:00:00.000Z,18.8700008392,20.2399997711,18.6299991608,19.0799999237,0,0.0,0.0
2024-10-25T04:00:00.000Z,19.2199993134,20.5100002289,18.2299995422,20.3299999237,0,0.0,0.0
2024-10-28T04:00:00.000Z,19.1100006104,19.8799991608,18.9099998474,19.7999992371,0,0.0,0.0
2024-10-29T04:00:00.000Z,19.75,20.5300006866,19.0599994659,19.3400001526,0,0.0,0.0
2024-10-30T04:00:00.000Z,19.3299999237,20.4400005341,19.2999992371,20.3500003815,0,0.0,0.0
2024-10-31T04:00:00.000Z,21.4400005341,23.4200000763,21.1200008392,23.1599998474,0,0.0,0.0
2024-11-01T04:00:00.000Z,22.9599990845,23.0900001526,21.1599998474,21.8799991608,0,0.0,0.0
2024-11-04T05:00:00.000Z,22.5,23.0699996948,21.7299995422,21.9799995422,0,0.0,0.0
2024-11-05T05:00:00.000Z,21.9799995422,22.0599994659,20.2000007629,20.4899997711,0,0.0,0.0
2024-11-06T05:00:00.000Z,16.0599994659,16.8199996948,15.4399995804,16.2700004578,0,0.0,0.0
2024-11-07T05:00:00.000Z,15.8599996567,15.8599996567,15.1300001144,15.1999998093,0,0.0,0.0
2024-11-08T05:00:00.000Z,15.1300001144,15.3299999237,14.6599998474,14.9399995804,0,0.0,0.0
2024-11-11T05:00:00.000Z,15.3299999237,15.5600004196,14.8900003433,14.970000267,0,0.0,0.0
2024-11-12T05:00:00.000Z,15.0900001526,15.3699998856,14.6899995804,14.7100000381,0,0.0,0.0
2024-11-13T05:00:00.000Z,15.0900001526,15.2600002289,13.7700004578,14.0200004578,0,0.0,0.0
2024-11-14T05:00:00.000Z,14.1700000763,14.3199996948,13.5900001526,14.3100004196,0,0.0,0.0
2024-11-15T05:00:00.000Z,15.0200004578,17.5499992371,14.5600004196,16.1399993896,0,0.0,0.0
2024-11-18T05:00:00.000Z,16.6000003815,17.0,15.3500003815,15.5799999237,0,0.0,0.0
2024-11-19T05:00:00.000Z,15.4399995804,17.9300003052,15.3699998856,16.3500003815,0,0.0,0.0
2024-11-20T05:00:00.000Z,16.1900005341,18.7900009155,16.0400009155,17.1599998474,0,0.0,0.0
2024-11-21T05:00:00.000Z,17.1000003815,17.9899997711,15.7299995422,16.8700008392,0,0.0,0.0
2024-11-22T05:00:00.000Z,16.6700000763,17.5599994659,15.2399997711,15.2399997711,0,0.0,0.0
2024-11-25T05:00:00.000Z,15.2299995422,15.720000267,14.5399999619,14.6000003815,0,0.0,0.0
2024-11-26T05:00:00.000Z,14.9499998093,15.029999733,13.8800001144,14.1000003815,0,0.0,0.0
2024-11-27T05:00:00.000Z,14.279999733,15.1300001144,13.9600000381,14.1000003815,0,0.0,0.0
2024-11-29T05:00:00.000Z,14.0,14.1499996185,13.4899997711,13.5100002289,0,0.0,0.0
2024-12-02T05:00:00.000Z,14.0799999237,14.1000003815,13.3000001907,13.3400001526,0,0.0,0.0
2024-12-03T05:00:00.000Z,13.3800001144,13.7700004578,13.1899995804,13.3000001907,0,0.0,0.0
2024-12-04T05:00:00.000Z,13.1599998474,13.6099996567,12.8900003433,13.4499998093,0,0.0,0.0
2024-12-05T05:00:00.000Z,13.4600000381,13.6999998093,13.2600002289,13.5399999619,0,0.0,0.0
2024-12-06T05:00:00.000Z,13.6199998856,13.7399997711,12.6999998093,12.7700004578,0,0.0,0.0
2024-12-09T05:00:00.000Z,13.3599996567,14.2299995422,13.3500003815,14.1899995804,0,0.0,0.0
2024-12-10T05:00:00.000Z,14.3000001907,14.5399999619,13.8599996567,14.1800003052,0,0.0,0.0
2024-12-11T05:00:00.000Z,14.4200000763,14.4300003052,13.5200004578,13.5799999237,0,0.0,0.0
2024-12-12T05:00:00.000Z,13.7299995422,13.9499998093,13.3900003433,13.9200000763,0,0.0,0.0
2024-12-13T05:00:00.000Z,13.5699996948,14.25,13.2399997711,13.8100004196,0,0.0,0.0
2024-12-16T05:00:00.000Z,14.3699998856,14.6899995804,13.9899997711,14.6899995804,0,0.0,0.0
2024-12-17T05:00:00.000Z,14.9799995422,15.9399995804,14.779999733,15.8699998856,0,0.0,0.0
2024-12-18T05:00:00.000Z,15.5699996948,28.3199996948,14.8199996948,27.6200008392,0,0.0,0.0
2024-12-19T05:00:00.000Z,21.6100006104,24.1200008392,20.1599998474,24.0900001526,0,0.0,0.0
2024-12-20T05:00:00.000Z,24.1399993896,26.5100002289,17.8199996948,18.3600006104,0,0.0,0.0
2024-12-23T05:00:00.000Z,18.0900001526,20.0200004578,16.7399997711,16.7800006866,0,0.0,0.0
2024-12-24T05:00:00.000Z,16.9699993134,17.0400009155,14.2700004578,14.2700004578,0,0.0,0.0
2024-12-26T05:00:00.000Z,14.9899997711,15.9300003052,14.5500001907,14.7299995422,0,0.0,0.0
2024-12-27T05:00:00.000Z,15.3800001144,18.4500007629,15.2899999619,15.9499998093,0,0.0,0.0
2024-12-30T05:00:00.000Z,17.2099990845,19.2199993134,16.4400005341,17.3999996185,0,0.0,0.0
2024-12-31T05:00:00.000Z,17.3899993896,17.8099994659,16.6800003052,17.3500003815,0,0.0,0.0
2025-01-02T05:00:00.000Z,17.2099990845,19.5,16.9599990845,17.9300003052,0,0.0,0.0
2025-01-03T05:00:00.000Z,17.6599998474,17.9400005341,16.1100006104,16.1299991608,0,0.0,0.0
2025-01-06T05:00:00.000Z,16.7700004578,16.8700008392,15.7100000381,16.0400009155,0,0.0,0.0
2025-01-07T05:00:00.000Z,16.4799995422,18.8999996185,15.7899999619,17.8199996948,0,0.0,0.0
2025-01-08T05:00:00.000Z,17.9099998474,19.5,17.3700008392,17.7000007629,0,0.0,0.0
2025-01-10T05:00:00.000Z,18.2900009155,20.3099994659,18.0499992371,19.5400009155,0,0.0,0.0
2025-01-13T05:00:00.000Z,21.1800003052,22.0400009155,19.1499996185,19.1900005341,0,0.0,0.0
2025-01-14T05:00:00.000Z,18.7900009155,19.6599998474,18.2399997711,18.7099990845,0,0.0,0.0
2025-01-15T05:00:00.000Z,19.0799999237,19.1399993896,15.9600000381,16.1200008392,0,0.0,0.0
2025-01-16T05:00:00.000Z,15.8699998856,16.6000003815,15.6400003433,16.6000003815,0,0.0,0.0
2025-01-17T05:00:00.000Z,16.1900005341,16.2299995422,15.529999733,15.970000267,0,0.0,0.0
2025-01-21T05:00:00.000Z,16.2900009155,16.2900009155,14.9300003052,15.0600004196,0,0.0,0.0
2025-01-22T05:00:00.000Z,14.8900003433,15.2899999619,14.5900001526,15.1000003815,0,0.0,0.0
2025-01-23T05:00:00.000Z,15.279999733,15.3900003433,14.5900001526,15.0200004578,0,0.0,0.0
2025-01-24T05:00:00.000Z,15.0200004578,15.1599998474,14.5799999237,14.8500003815,0,0.0,0.0
2025-01-27T05:00:00.000Z,18.8299999237,22.5100002289,17.5699996948,17.8999996185,0,0.0,0.0
2025-01-28T05:00:00.000Z,18.2900009155,18.3899993896,16.25,16.4099998474,0,0.0,0.0
2025-01-29T05:00:00.000Z,16.4200000763,18.0799999237,16.1700000763,16.5599994659,0,0.0,0.0
2025-01-30T05:00:00.000Z,15.9300003052,16.4200000763,15.3199996948,15.8400001526,0,0.0,0.0
2025-01-31T05:00:00.000Z,15.4499998093,17.0900001526,14.8999996185,16.4300003052,0,0.0,0.0
2025-02-03T05:00:00.000Z,20.3600006104,20.4200000763,17.6599998474,18.6200008392,0,0.0,0.0
2025-02-04T05:00:00.000Z,18.7800006866,19.1100006104,16.7800006866,17.2099990845,0,0.0,0.0
2025-02-05T05:00:00.000Z,17.5400009155,17.75,15.7700004578,15.7700004578,0,0.0,0.0
2025-02-06T05:00:00.000Z,15.8800001144,16.1499996185,14.9899997711,15.5,0,0.0,0.0
2025-02-07T05:00:00.000Z,15.3800001144,16.6599998474,14.7899999619,16.5400009155,0,0.0,0.0
2025-02-10T05:00:00.000Z,16.5799999237,16.6100006104,15.6999998093,15.8100004196,0,0.0,0.0
2025-02-11T05:00:00.000Z,16.1299991608,16.4200000763,15.75,16.0200004578,0,0.0,0.0
2025-02-12T05:00:00.000Z,15.9099998474,17.1800003052,15.6400003433,15.8900003433,0,0.0,0.0
2025-02-13T05:00:00.000Z,15.970000267,16.3299999237,14.9799995422,15.1000003815,0,0.0,0.0
2025-02-14T05:00:00.000Z,15.0799999237,15.4200000763,14.7399997711,14.7700004578,0,0.0,0.0
2025-02-18T05:00:00.000Z,15.5699996948,16.0300006866,15.3500003815,15.3500003815,0,0.0,0.0
2025-02-19T05:00:00.000Z,15.1400003433,15.9600000381,15.0500001907,15.2700004578,0,0.0,0.0
2025-02-20T05:00:00.000Z,15.6099996567,16.6299991608,15.1199998856,15.6599998474,0,0.0,0.0
2025-02-21T05:00:00.000Z,15.6300001144,19.0300006866,15.279999733,18.2099990845,0,0.0,0.0
2025-02-24T05:00:00.000Z,18.0799999237,20.2399997711,17.3099994659,18.9799995422,0,0.0,0.0
2025-02-25T05:00:00.000Z,19.0900001526,21.4799995422,18.8500003815,19.4300003052,0,0.0,0.0
2025-02-26T05:00:00.000Z,18.9599990845,20.0599994659,17.8299999237,19.1000003815,0,0.0,0.0
2025-02-27T05:00:00.000Z,18.25,21.4699993134,17.6700000763,21.1299991608,0,0.0,0.0
2025-02-28T05:00:00.000Z,21.2099990845,22.3999996185,19.0499992371,19.6299991608,0,0.0,0.0
2025-03-03T05:00:00.000Z,19.8299999237,24.3099994659,19.25,22.7800006866,0,0.0,0.0
2025-03-04T05:00:00.000Z,22.9599990845,26.3500003815,21.7099990845,23.5100002289,0,0.0,0.0
2025-03-05T05:00:00.000Z,23.0300006866,24.8400001526,21.3700008392,21.9300003052,0,0.0,0.0
2025-03-06T05:00:00.000Z,22.6000003815,25.9200000763,22.3899993896,24.8700008392,0,0.0,0.0
2025-03-07T05:00:00.000Z,24.8500003815,26.5599994659,23.0900001526,23.3700008392,0,0.0,0.0
2025-03-10T04:00:00.000Z,24.7000007629,29.5599994659,24.6800003052,27.8600006104,0,0.0,0.0
2025-03-11T04:00:00.000Z,27.9400005341,29.5699996948,26.1800003052,26.9200000763,0,0.0,0.0
2025-03-12T04:00:00.000Z,26.8799991608,26.9099998474,23.8899993896,24.2299995422,0,0.0,0.0
2025-03-13T04:00:00.000Z,24.9200000763,26.1299991608,23.4599990845,24.6599998474,0,0.0,0.0
2025-03-14T04:00:00.000Z,24.3500003815,24.3600006104,21.4799995422,21.7700004578,0,0.0,0.0
2025-03-17T04:00:00.000Z,22.8899993896,22.9500007629,20.3199996948,20.5100002289,0,0.0,0.0
2025-03-18T04:00:00.000Z,20.8299999237,22.5699996948,20.4099998474,21.7000007629,0,0.0,0.0
2025-03-19T04:00:00.000Z,21.8400001526,22.1000003815,19.4200000763,19.8999996185,0,0.0,0.0
