timestamp,open,high,low,close,volume
2026-01-11 13:00:00,2.1041,2.1051,2.0941,2.0977,2087083.1
2026-01-11 14:00:00,2.0977,2.1099,2.0973,2.1085,1972609.8
2026-01-11 15:00:00,2.1084,2.11,2.0839,2.0893,4370128.3
2026-01-11 16:00:00,2.0893,2.1035,2.087,2.0945,3354446.2
2026-01-11 17:00:00,2.0946,2.0982,2.0859,2.0941,1484556.3
2026-01-11 18:00:00,2.0941,2.0959,2.0875,2.0931,1310276.9
2026-01-11 19:00:00,2.0931,2.0968,2.0853,2.0869,1178834.9
2026-01-11 20:00:00,2.0869,2.0869,2.045,2.0653,10653276.7
2026-01-11 21:00:00,2.0652,2.0755,2.055,2.0741,2756786.5
2026-01-11 22:00:00,2.0741,2.0741,2.0566,2.0615,2562001.0
2026-01-11 23:00:00,2.0614,2.0786,2.0471,2.0745,3521682.5
2026-01-12 00:00:00,2.0745,2.0745,2.0364,2.0553,8639410.1
2026-01-12 01:00:00,2.0554,2.078,2.054,2.0643,8556987.3
2026-01-12 02:00:00,2.0644,2.1069,2.0619,2.1,7563277.4
2026-01-12 03:00:00,2.1001,2.1058,2.08,2.0827,5539006.0
2026-01-12 04:00:00,2.0827,2.0956,2.0812,2.091,4642634.2
2026-01-12 05:00:00,2.0911,2.092,2.0821,2.0831,2454205.3
2026-01-12 06:00:00,2.0831,2.0858,2.0689,2.0708,7118438.7
2026-01-12 07:00:00,2.0707,2.077,2.052,2.0536,4917896.8
2026-01-12 08:00:00,2.0536,2.0605,2.035,2.0502,5838626.2
2026-01-12 09:00:00,2.0503,2.0543,2.0428,2.0443,3917500.3
2026-01-12 10:00:00,2.0443,2.0488,2.035,2.0365,2385871.5
2026-01-12 11:00:00,2.0364,2.0491,2.035,2.0485,3658679.2
2026-01-12 12:00:00,2.0486,2.0552,2.0473,2.05,1961341.9
2026-01-12 13:00:00,2.05,2.0604,2.0434,2.0522,2124867.0
2026-01-12 14:00:00,2.0521,2.0767,2.0406,2.0728,6240831.4
2026-01-12 15:00:00,2.0728,2.0945,2.069,2.0941,5847841.7
2026-01-12 16:00:00,2.094,2.1086,2.0864,2.0943,8273705.9
2026-01-12 17:00:00,2.0944,2.0995,2.0535,2.0678,5942058.4
2026-01-12 18:00:00,2.0678,2.0777,2.0603,2.067,2032698.0
2026-01-12 19:00:00,2.067,2.0723,2.0583,2.0701,1778775.5
2026-01-12 20:00:00,2.0701,2.0759,2.0631,2.0643,2778201.0
