timestamp,open,high,low,close,volume
2026-02-11 19:00:00,610.06,613.45,609.28,612.57,2789.254
2026-02-11 19:15:00,612.57,613.35,610.64,610.68,706.35
2026-02-11 19:30:00,610.68,612.98,609.2,612.44,725.362
2026-02-11 19:45:00,612.44,612.88,610.17,610.47,638.72
2026-02-11 20:00:00,610.46,611.27,608.59,610.62,639.1
2026-02-11 20:15:00,610.61,611.33,606.4,606.58,1949.384
2026-02-11 20:30:00,606.57,608.79,606.36,608.47,674.744
2026-02-11 20:45:00,608.45,611.25,608.36,609.9,764.536
2026-02-11 21:00:00,609.91,611.68,609.13,610.92,603.176
2026-02-11 21:15:00,610.92,614.34,610.02,614.06,1987.963
2026-02-11 21:30:00,614.06,617.9,612.29,614.59,3188.172
2026-02-11 21:45:00,614.59,615.25,613.41,613.73,610.417
2026-02-11 22:00:00,613.74,613.8,609.41,610.68,1218.423
2026-02-11 22:15:00,610.69,611.37,609.04,610.56,809.511
2026-02-11 22:30:00,610.56,611.25,608.85,610.82,523.973
2026-02-11 22:45:00,610.81,610.92,608.46,608.97,785.12
2026-02-11 23:00:00,608.98,610.26,607.5,608.3,1325.076
2026-02-11 23:15:00,608.29,608.44,604.51,605.84,1453.43
2026-02-11 23:30:00,605.84,607.69,604.68,607.66,569.036
2026-02-11 23:45:00,607.65,608.32,606.97,608.11,572.136
2026-02-12 00:00:00,608.11,611.16,608.11,611.09,1382.368
2026-02-12 00:15:00,611.08,612.62,610.88,611.99,1161.078
2026-02-12 00:30:00,612.0,612.85,610.0,611.8,2507.942
2026-02-12 00:45:00,611.79,612.79,611.29,611.48,635.885
2026-02-12 01:00:00,611.48,613.01,611.39,612.7,1001.331
2026-02-12 01:15:00,612.69,613.69,611.28,612.7,874.381
2026-02-12 01:30:00,612.7,614.16,611.79,612.97,957.713
2026-02-12 01:45:00,612.97,613.1,611.52,611.68,478.159
2026-02-12 02:00:00,611.69,613.83,610.99,611.85,1506.618
2026-02-12 02:15:00,611.85,613.08,610.78,612.82,1259.276
2026-02-12 02:30:00,612.81,616.07,612.65,615.27,965.925
2026-02-12 02:45:00,615.28,615.28,612.91,613.01,638.349
2026-02-12 03:00:00,613.01,614.49,612.49,614.37,818.333
2026-02-12 03:15:00,614.36,614.57,613.18,613.68,531.372
2026-02-12 03:30:00,613.67,615.24,613.36,614.89,570.978
2026-02-12 03:45:00,614.89,617.3,614.69,616.6,1158.835
2026-02-12 04:00:00,616.61,618.25,615.7,617.49,2281.735
2026-02-12 04:15:00,617.49,617.49,614.53,614.73,873.887
2026-02-12 04:30:00,614.72,616.06,613.65,615.54,2131.27
2026-02-12 04:45:00,615.53,615.99,613.49,613.58,779.577
2026-02-12 05:00:00,613.57,614.95,611.5,611.71,1197.011
2026-02-12 05:15:00,611.71,614.03,611.21,613.63,1149.483
2026-02-12 05:30:00,613.62,615.25,613.35,614.64,742.308
2026-02-12 05:45:00,614.64,615.85,614.64,615.66,694.151
2026-02-12 06:00:00,615.65,616.73,615.0,616.0,649.481
2026-02-12 06:15:00,616.01,618.08,615.33,617.76,685.006
2026-02-12 06:30:00,617.77,618.07,615.75,615.91,632.464
2026-02-12 06:45:00,615.91,616.34,615.36,615.84,723.662
2026-02-12 07:00:00,615.84,616.27,614.25,614.59,1020.921
2026-02-12 07:15:00,614.6,617.92,614.38,617.54,1325.373
2026-02-12 07:30:00,617.53,617.62,614.45,614.87,5912.879
2026-02-12 07:45:00,614.86,615.41,614.51,615.25,759.961
2026-02-12 08:00:00,615.25,616.04,614.29,615.14,532.499
2026-02-12 08:15:00,615.14,615.14,611.51,612.22,1561.176
2026-02-12 08:30:00,612.23,612.28,611.08,611.08,993.403
2026-02-12 08:45:00,611.07,612.09,610.85,611.53,753.406
2026-02-12 09:00:00,611.54,613.37,610.53,612.56,1647.684
2026-02-12 09:15:00,612.56,614.1,612.56,613.92,1266.345
2026-02-12 09:30:00,613.92,617.45,613.91,614.68,4401.027
2026-02-12 09:45:00,614.68,615.9,613.94,614.45,2411.673
2026-02-12 10:00:00,614.45,615.75,613.8,614.88,1866.524
2026-02-12 10:15:00,614.87,615.07,613.64,615.07,749.518
2026-02-12 10:30:00,615.06,617.16,615.06,616.18,1246.456
2026-02-12 10:45:00,616.19,619.06,616.02,619.06,1155.795
2026-02-12 11:00:00,619.06,619.17,616.35,616.87,1052.412
2026-02-12 11:15:00,616.88,619.97,616.65,619.69,1097.344
2026-02-12 11:30:00,619.69,620.87,618.0,618.43,1401.023
2026-02-12 11:45:00,618.42,618.74,617.26,617.69,510.544
2026-02-12 12:00:00,617.69,618.15,616.49,617.74,679.118
2026-02-12 12:15:00,617.74,617.82,616.71,617.5,461.134
2026-02-12 12:30:00,617.5,617.52,616.33,616.44,520.281
2026-02-12 12:45:00,616.44,616.76,614.16,615.41,794.869
2026-02-12 13:00:00,615.4,615.68,614.24,614.97,892.832
2026-02-12 13:15:00,614.97,616.03,613.44,614.0,3180.377
2026-02-12 13:30:00,613.99,617.22,613.68,616.84,921.456
2026-02-12 13:45:00,616.85,618.27,615.76,618.24,995.379
2026-02-12 14:00:00,618.24,618.28,613.0,613.53,1452.531
2026-02-12 14:15:00,613.53,613.8,611.98,612.67,1230.335
2026-02-12 14:30:00,612.67,614.86,611.59,611.76,1608.089
2026-02-12 14:45:00,611.71,614.38,611.0,612.24,1280.46
2026-02-12 15:00:00,612.23,613.6,607.72,610.84,4360.08
2026-02-12 15:15:00,610.85,614.36,610.37,613.62,1808.944
2026-02-12 15:30:00,613.58,614.39,609.5,610.39,1585.622
2026-02-12 15:45:00,610.4,611.79,608.76,609.2,1501.086
2026-02-12 16:00:00,609.21,610.15,604.51,604.83,3371.044
2026-02-12 16:15:00,604.83,607.14,601.1,601.79,3621.477
2026-02-12 16:30:00,601.8,608.59,600.6,607.26,3427.309
2026-02-12 16:45:00,607.26,608.12,602.29,604.23,2172.94
2026-02-12 17:00:00,604.24,607.04,603.36,605.16,1785.112
2026-02-12 17:15:00,605.16,608.31,604.16,607.21,1453.213
2026-02-12 17:30:00,607.21,609.02,606.15,606.69,1288.643
2026-02-12 17:45:00,606.7,607.15,603.14,603.45,1126.23
2026-02-12 18:00:00,603.45,606.29,603.28,605.66,725.85
2026-02-12 18:15:00,605.68,605.95,602.48,603.05,1328.426
2026-02-12 18:30:00,603.05,605.35,602.03,604.99,731.333
2026-02-12 18:45:00,604.99,607.73,604.97,606.95,648.164
2026-02-12 19:00:00,606.95,607.68,604.99,606.39,588.659
2026-02-12 19:15:00,606.39,611.0,606.38,609.56,1707.568
2026-02-12 19:30:00,609.55,612.32,609.37,610.45,644.764
2026-02-12 19:45:00,610.47,611.42,607.71,608.13,674.293
2026-02-12 20:00:00,608.17,609.83,606.77,607.7,599.479
2026-02-12 20:15:00,607.72,608.21,606.47,606.76,463.11
2026-02-12 20:30:00,606.8,607.89,606.16,607.09,628.123
2026-02-12 20:45:00,607.1,607.23,604.0,604.95,759.795
2026-02-12 21:00:00,604.94,606.78,604.82,606.67,374.279
