system,symbol,trades,wins,wr_pct,avg_pnl_pct
goldmine_stocks,ABBV,3,0,0.0,-2.9518
goldmine_stocks,JNJ,5,0,0.0,-4.3806
goldmine_stocks,XOM,3,0,0.0,-5.0985
