symbol,price,price_change,price_change_percent,volume,quote_volume,high,low,open,weighted_avg_price,count,timestamp
BTCUSDT,69342.9,3044.11,4.592,18799.81985,1284905967.2940328,69482.97,66210.83,66298.79,68346.71701889,5670937,2026-02-14 16:04:10
ETHUSDT,2061.48,123.9,6.395,386779.9585,780126375.831271,2073.68,1936.82,1937.58,2016.97724685,4218681,2026-02-14 16:04:10
BNBUSDT,622.37,23.37,3.902,174027.994,106295040.81745,625.63,595.38,599.0,610.79277175,884422,2026-02-14 16:04:10
AVAXUSDT,9.21,0.38,4.304,2061186.12,18737457.0846,9.26,8.82,8.83,9.0906187,50993,2026-02-14 16:04:10
