open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base_volume,taker_buy_quote_volume,symbol,open_time_formatted,close_time_formatted
1742774400000,86082.5,86087.74,85967.39,86021.46,33.02087,1742774459999,0,0,0,0,BTCUSDT,,
1742774460000,86021.46,86056.61,85952.11,85954.95,12.47963,1742774519999,0,0,0,0,BTCUSDT,,
1742774520000,85954.94,85988.1,85953.0,85963.09,17.48697,1742774579999,0,0,0,0,BTCUSDT,,
1742774580000,85963.09,86000.0,85942.55,85958.73,12.02805,1742774639999,0,0,0,0,BTCUSDT,,
1742774640000,85958.73,86016.0,85950.38,85971.74,10.60346,1742774699999,0,0,0,0,BTCUSDT,,
1742774700000,85971.74,85995.3,85954.98,85954.98,11.62153,1742774759999,0,0,0,0,BTCUSDT,,
1742774760000,85954.98,85954.98,85926.18,85926.18,5.93556,1742774819999,0,0,0,0,BTCUSDT,,
1742774820000,85926.18,85934.68,85922.37,85927.63,10.03852,1742774879999,0,0,0,0,BTCUSDT,,
1742774880000,85927.63,85927.63,85886.6,85886.61,20.18725,1742774939999,0,0,0,0,BTCUSDT,,
1742774940000,85886.61,85886.61,85867.59,85879.8,15.31431,1742774999999,0,0,0,0,BTCUSDT,,
1742775000000,85879.8,85932.06,85865.64,85915.91,14.6608,1742775059999,0,0,0,0,BTCUSDT,,
1742775060000,85915.91,85953.98,85915.9,85943.94,37.9974,1742775119999,0,0,0,0,BTCUSDT,,
1742775120000,85943.93,85975.36,85940.0,85975.35,5.18555,1742775179999,0,0,0,0,BTCUSDT,,
1742775180000,85975.36,86009.43,85966.12,86002.79,15.79332,1742775239999,0,0,0,0,BTCUSDT,,
1742775240000,86002.8,86002.8,85966.12,85967.4,6.91669,1742775299999,0,0,0,0,BTCUSDT,,
1742775300000,85967.4,86025.72,85967.39,86021.34,24.52274,1742775359999,0,0,0,0,BTCUSDT,,
1742775360000,86021.33,86067.86,86021.33,86067.85,6.43136,1742775419999,0,0,0,0,BTCUSDT,,
1742775420000,86067.85,86067.86,86043.03,86051.23,5.63558,1742775479999,0,0,0,0,BTCUSDT,,
1742775480000,86051.22,86067.28,86051.22,86056.6,23.70239,1742775539999,0,0,0,0,BTCUSDT,,
1742775540000,86056.6,86100.0,86056.6,86098.9,8.66486,1742775599999,0,0,0,0,BTCUSDT,,
