time,open,high,low,close,Volume,Histogram,MACD,Signal line,MACD,Signal
1754056000,169.19,169.76,168.94,169.4,24904.027,0.23341084738705214,-0.15127743317188447,-0.3846882805589366,-0.15127743317188447,-0.3846882805589366
1754056100,169.41,169.41,168.55,169.15,19874.201,0.23110542054866123,-0.09580650487311004,-0.3269119254217713,-0.09580650487311004,-0.3269119254217713
1754056200,169.16,170.35,168.37,169.8,59575.814,0.2620073707447113,0.0005972880091178467,-0.26141008273559346,0.0005972880091178467,-0.26141008273559346
1754056300,169.81,169.81,168.81,169.02,39702.03,0.2202467031839769,0.013898296244377661,-0.20634840693959924,0.013898296244377661,-0.20634840693959924
1754056400,169.02,169.94,168.79,169.19,31776.476,0.2118490641533886,0.058462923252136534,-0.15338614090125208,0.058462923252136534,-0.15338614090125208
1754056500,169.19,169.74,168.8,168.85,37978.938,0.2056583345143997,-0.0706583345143997,-0.1356583345143997
1754056600,168.86,169.36,168.23,169.23,34106.629,0.2118490641533886,0.058462923252136534,-0.15338614090125208,0.058462923252136534,-0.15338614090125208
1754056700,169.23,169.48,168.58,169.4,37232.699,0.2218441955615625,-0.5569641955615625,-0.6782597542843699,-0.5569641955615625,-0.6782597542843699
1754056800,169.41,169.41,166.19,167.28,101150.168,0.04413276662334609,-0.6760960136284098,-0.7202287802517559,-0.6760960136284098,-0.7202287802517559
1754056900,167.21,168.06,166.67,167.25,54633.499,-0.055821152413336184,-0.756063841485286,-0.7002426890719499,-0.756063841485286,-0.7002426890719499
1754057000,167.25,168.3,166.53,168.11,56579.804,-0.03585302185547845,-0.7450589663912979,-0.7092059445358194,-0.7450589663912979,-0.7092059445358194
1754057100,168.1,168.61,167.61,167.62,20051.964,-0.046262869868637146,-0.7670345318716159,-0.7207716620029787,-0.7670345318716159,-0.7207716620029787
1754057200,167.61,168.97,167.43,167.76,61805.472,-0.03485677425297451,-0.7643426298191969,-0.7294858555662224,-0.7643426298191969,-0.7294858555662224
1754057300,167.77,168.46,167.61,167.95,35877.938,-0.007104465365479706,-0.738366437273072,-0.7312619719075923,-0.738366437273072,-0.7312619719075923
1754057400,167.96,168.4,167.6,168.37,30192.718,0.04413276662334609,-0.6760960136284098,-0.7202287802517559,-0.6760960136284098,-0.7202287802517559
1754057500,168.36,168.36,167.2,167.34,23975.701,0.014767753029250263,-0.7017690889651931,-0.7165368419944433,-0.7017690889651931,-0.7165368419944433
1754057600,167.35,168.36,167.08,168.33,18602.609,0.06530019818010524,-0.6349115942693118,-0.700211792449417,-0.6349115942693118,-0.700211792449417
1754057700,168.32,168.6,167.89,168.14,17423.465,0.08780815266018849,-0.5904516016241814,-0.6782597542843699,-0.5904516016241814,-0.6782597542843699
1754057800,168.14,168.63,167.87,168.52,16550.288,0.12774693098037992,-0.518576090558895,-0.6463230215392749,-0.518576090558895,-0.6463230215392749
1754057900,168.52,168.75,167.94,168.6,19290.001,0.15708089499555689,-0.4499719027948288,-0.6070527987903857,-0.4499719027948288,-0.6070527987903857
1754058000,168.59,168.72,167.88,168.51,13083.193,0.1670232100051049,-0.3982737852840046,-0.56529681425679853,-0.3982737852840046,-0.56529681425679853
1754058100,168.51,168.66,167.8,168.05,27787.462,0.1402968072214148,-0.389925986262341,-0.5302227934837558,-0.389925986262341,-0.5302227934837558
1754058200,168.05,168.66,167.8,168.52,28426.272,0.15101886726091357,-0.3414492094076138,-0.4924680766685274,-0.3414492094076138,-0.4924680766685274
1754058300,168.52,169.23,168.49,169.2,23492.974,0.1977083370513108,-0.24533265535438886,-0.44304099240569966,-0.24533265535438886,-0.44304099240569966
1754058400,169.19,169.76,168.94,169.4,24904.027,0.23341084738705214,-0.15127743317188447,-0.3846882805589366,-0.15127743317188447,-0.3846882805589366
1754058500,169.41,169.41,168.55,169.15,19874.201,0.23110542054866123,-0.09580650487311004,-0.3269119254217713,-0.09580650487311004,-0.3269119254217713
1754058600,169.16,170.35,168.37,169.8,59575.814,0.2620073707447113,0.0005972880091178467,-0.26141008273559346,0.0005972880091178467,-0.26141008273559346
1754058700,169.81,169.81,168.81,169.02,39702.03,0.2202467031839769,0.013898296244377661,-0.20634840693959924,0.013898296244377661,-0.20634840693959924
1754058800,169.02,169.94,168.79,169.19,31776.476,0.2118490641533886,0.058462923252136534,-0.15338614090125208,0.058462923252136534,-0.15338614090125208
1754058900,169.19,169.74,168.8,168.85,37978.938,0.2056583345143997,-0.0706583345143997,-0.1356583345143997
1754059000,168.86,169.36,168.23,169.23,34106.629,0.2118490641533886,0.058462923252136534,-0.15338614090125208,0.058462923252136534,-0.15338614090125208
1754059100,169.23,169.48,168.58,169.4,37232.699,0.2218441955615625,-0.5569641955615625,-0.6782597542843699,-0.5569641955615625,-0.6782597542843699
1754059200,169.41,169.41,166.19,167.28,101150.168,0.04413276662334609,-0.6760960136284098,-0.7202287802517559,-0.6760960136284098,-0.7202287802517559
1754059300,167.21,168.06,166.67,167.25,54633.499,-0.055821152413336184,-0.756063841485286,-0.7002426890719499,-0.756063841485286,-0.7002426890719499
1754059400,167.25,168.3,166.53,168.11,56579.804,-0.03585302185547845,-0.7450589663912979,-0.7092059445358194,-0.7450589663912979,-0.7092059445358194
1754059500,168.1,168.61,167.61,167.62,20051.964,-0.046262869868637146,-0.7670345318716159,-0.7207716620029787,-0.7670345318716159,-0.7207716620029787
1754059600,167.61,168.97,167.43,167.76,61805.472,-0.03485677425297451,-0.7643426298191969,-0.7294858555662224,-0.7643426298191969,-0.7294858555662224
1754059700,167.77,168.46,167.61,167.95,35877.938,-0.007104465365479706,-0.738366437273072,-0.7312619719075923,-0.738366437273072,-0.7312619719075923
1754059800,167.96,168.4,167.6,168.37,30192.718,0.04413276662334609,-0.6760960136284098,-0.7202287802517559,-0.6760960136284098,-0.7202287802517559
1754059900,168.36,168.36,167.2,167.34,23975.701,0.014767753029250263,-0.7017690889651931,-0.7165368419944433,-0.7017690889651931,-0.7165368419944433
1754060000,167.35,168.36,167.08,168.33,18602.609,0.06530019818010524,-0.6349115942693118,-0.700211792449417,-0.6349115942693118,-0.700211792449417
1754060100,168.32,168.6,167.89,168.14,17423.465,0.08780815266018849,-0.5904516016241814,-0.6782597542843699,-0.5904516016241814,-0.6782597542843699
1754060200,168.14,168.63,167.87,168.52,16550.288,0.12774693098037992,-0.518576090558895,-0.6463230215392749,-0.518576090558895,-0.6463230215392749
1754060300,168.52,168.75,167.94,168.6,19290.001,0.15708089499555689,-0.4499719027948288,-0.6070527987903857,-0.4499719027948288,-0.6070527987903857
1754060400,168.59,168.72,167.88,168.51,13083.193,0.1670232100051049,-0.3982737852840046,-0.56529681425679853,-0.3982737852840046,-0.56529681425679853
1754060500,168.51,168.66,167.8,168.05,27787.462,0.1402968072214148,-0.389925986262341,-0.5302227934837558,-0.389925986262341,-0.5302227934837558
1754060600,168.05,168.66,167.8,168.52,28426.272,0.15101886726091357,-0.3414492094076138,-0.4924680766685274,-0.3414492094076138,-0.4924680766685274
1754060700,168.52,169.23,168.49,169.2,23492.974,0.1977083370513108,-0.24533265535438886,-0.44304099240569966,-0.24533265535438886,-0.44304099240569966
1754060800,169.19,169.76,168.94,169.4,24904.027,0.23341084738705214,-0.15127743317188447,-0.3846882805589366,-0.15127743317188447,-0.3846882805589366
1754060900,169.41,169.41,168.55,169.15,19874.201,0.23110542054866123,-0.09580650487311004,-0.3269119254217713,-0.09580650487311004,-0.3269119254217713
1754061000,169.16,170.35,168.37,169.8,59575.814,0.2620073707447113,0.0005972880091178467,-0.26141008273559346,0.0005972880091178467,-0.26141008273559346
1754061100,169.81,169.81,168.81,169.02,39702.03,0.2202467031839769,0.013898296244377661,-0.20634840693959924,0.013898296244377661,-0.20634840693959924
1754061200,169.02,169.94,168.79,169.19,31776.476,0.2118490641533886,0.058462923252136534,-0.15338614090125208,0.058462923252136534,-0.15338614090125208
1754061300,169.19,169.74,168.8,168.85,37978.938,0.2056583345143997,-0.0706583345143997,-0.1356583345143997
1754061400,168.86,169.36,168.23,169.23,34106.629,0.2118490641533886,0.058462923252136534,-0.15338614090125208,0.058462923252136534,-0.15338614090125208
1754061500,169.23,169.48,168.58,169.4,37232.699,0.2218441955615625,-0.5569641955615625,-0.6782597542843699,-0.5569641955615625,-0.6782597542843699
1754061600,169.41,169.41,166.19,167.28,101150.168,0.04413276662334609,-0.6760960136284098,-0.7202287802517559,-0.6760960136284098,-0.7202287802517559
1754061700,167.21,168.06,166.67,167.25,54633.499,-0.055821152413336184,-0.756063841485286,-0.7002426890719499,-0.756063841485286,-0.7002426890719499
1754061800,167.25,168.3,166.53,168.11,56579.804,-0.03585302185547845,-0.7450589663912979,-0.7092059445358194,-0.7450589663912979,-0.7092059445358194
1754061900,168.1,168.61,167.61,167.62,20051.964,-0.046262869868637146,-0.7670345318716159,-0.7207716620029787,-0.7670345318716159,-0.7207716620029787
1754062000,167.61,168.97,167.43,167.76,61805.472,-0.03485677425297451,-0.7643426298191969,-0.7294858555662224,-0.7643426298191969,-0.7294858555662224
1754062100,167.77,168.46,167.61,167.95,35877.938,-0.007104465365479706,-0.738366437273072,-0.7312619719075923,-0.738366437273072,-0.7312619719075923
1754062200,167.96,168.4,167.6,168.37,30192.718,0.04413276662334609,-0.6760960136284098,-0.7202287802517559,-0.6760960136284098,-0.7202287802517559
1754062300,168.36,168.36,167.2,167.34,23975.701,0.014767753029250263,-0.7017690889651931,-0.7165368419944433,-0.7017690889651931,-0.7165368419944433
1754062400,167.35,168.36,167.08,168.33,18602.609,0.06530019818010524,-0.6349115942693118,-0.700211792449417,-0.6349115942693118,-0.700211792449417
1754062500,168.32,168.6,167.89,168.14,17423.465,0.08780815266018849,-0.5904516016241814,-0.6782597542843699,-0.5904516016241814,-0.6782597542843699
1754062600,168.14,168.63,167.87,168.52,16550.288,0.12774693098037992,-0.518576090558895,-0.6463230215392749,-0.518576090558895,-0.6463230215392749
1754062700,168.52,168.75,167.94,168.6,19290.001,0.15708089499555689,-0.4499719027948288,-0.6070527987903857,-0.4499719027948288,-0.6070527987903857
1754062800,168.59,168.72,167.88,168.51,13083.193,0.1670232100051049,-0.3982737852840046,-0.56529681425679853,-0.3982737852840046,-0.56529681425679853
1754062900,168.51,168.66,167.8,168.05,27787.462,0.1402968072214148,-0.389925986262341,-0.5302227934837558,-0.389925986262341,-0.5302227934837558
1754063000,168.05,168.66,167.8,168.52,28426.272,0.15101886726091357,-0.3414492094076138,-0.4924680766685274,-0.3414492094076138,-0.4924680766685274
1754063100,168.52,169.23,168.49,169.2,23492.974,0.1977083370513108,-0.24533265535438886,-0.44304099240569966,-0.24533265535438886,-0.44304099240569966
1754063200,169.19,169.76,168.94,169.4,24904.027,0.23341084738705214,-0.15127743317188447,-0.3846882805589366,-0.15127743317188447,-0.3846882805589366
1754063300,169.41,169.41,168.55,169.15,19874.201,0.23110542054866123,-0.09580650487311004,-0.3269119254217713,-0.09580650487311004,-0.3269119254217713
1754063400,169.16,170.35,168.37,169.8,59575.814,0.2620073707447113,0.0005972880091178467,-0.26141008273559346,0.0005972880091178467,-0.26141008273559346
1754063500,169.81,169.81,168.81,169.02,39702.03,0.2202467031839769,0.013898296244377661,-0.20634840693959924,0.013898296244377661,-0.20634840693959924
1754063600,169.02,169.94,168.79,169.19,31776.476,0.2118490641533886,0.058462923252136534,-0.15338614090125208,0.058462923252136534,-0.15338614090125208
1754063700,169.19,169.74,168.8,168.85,37978.938,0.2056583345143997,-0.0706583345143997,-0.1356583345143997
1754063800,168.86,169.36,168.23,169.23,34106.629,0.2118490641533886,0.058462923252136534,-0.15338614090125208,0.058462923252136534,-0.15338614090125208
1754063900,169.23,169.48,168.58,169.4,37232.699,0.2218441955615625,-0.5569641955615625,-0.6782597542843699,-0.5569641955615625,-0.6782597542843699
1754064000,169.41,169.41,166.19,167.28,101150.168,0.04413276662334609,-0.6760960136284098,-0.7202287802517559,-0.6760960136284098,-0.7202287802517559
1754064100,167.21,168.06,166.67,167.25,54633.499,-0.055821152413336184,-0.756063841485286,-0.7002426890719499,-0.756063841485286,-0.7002426890719499
1754064200,167.25,168.3,166.53,168.11,56579.804,-0.03585302185547845,-0.7450589663912979,-0.7092059445358194,-0.7450589663912979,-0.7092059445358194
1754064300,168.1,168.61,167.61,167.62,20051.964,-0.046262869868637146,-0.7670345318716159,-0.7207716620029787,-0.7670345318716159,-0.7207716620029787
1754064400,167.61,168.97,167.43,167.76,61805.472,-0.03485677425297451,-0.7643426298191969,-0.7294858555662224,-0.7643426298191969,-0.7294858555662224
1754064500,167.77,168.46,167.61,167.95,35877.938,-0.007104465365479706,-0.738366437273072,-0.7312619719075923,-0.738366437273072,-0.7312619719075923
1754064600,167.96,168.4,167.6,168.37,30192.718,0.04413276662334609,-0.6760960136284098,-0.7202287802517559,-0.6760960136284098,-0.7202287802517559
1754064700,168.36,168.36,167.2,167.34,23975.701,0.014767753029250263,-0.7017690889651931,-0.7165368419944433,-0.7017690889651931,-0.7165368419944433
1754064800,167.35,168.36,167.08,168.33,18602.609,0.06530019818010524,-0.6349115942693118,-0.700211792449417,-0.6349115942693118,-0.700211792449417
1754064900,168.32,168.6,167.89,168.14,17423.465,0.08780815266018849,-0.5904516016241814,-0.6782597542843699,-0.5904516016241814,-0.6782597542843699
1754065000,168.14,168.63,167.87,168.52,16550.288,0.12774693098037992,-0.518576090558895,-0.6463230215392749,-0.518576090558895,-0.6463230215392749
1754065100,168.52,168.75,167.94,168.6,19290.001,0.15708089499555689,-0.4499719027948288,-0.6070527987903857,-0.4499719027948288,-0.6070527987903857
1754065200,168.59,168.72,167.88,168.51,13083.193,0.1670232100051049,-0.3982737852840046,-0.56529681425679853,-0.3982737852840046,-0.56529681425679853
1754065300,168.51,168.66,167.8,168.05,27787.462,0.1402968072214148,-0.389925986262341,-0.5302227934837558,-0.389925986262341,-0.5302227934837558
1754065400,168.05,168.66,167.8,168.52,28426.272,0.15101886726091357,-0.3414492094076138,-0.4924680766685274,-0.3414492094076138,-0.4924680766685274
1754065500,168.52,169.23,168.49,169.2,23492.974,0.1977083370513108,-0.24533265535438886,-0.44304099240569966,-0.24533265535438886,-0.44304099240569966
1754065600,169.19,169.76,168.94,169.4,24904.027,0.23341084738705214,-0.15127743317188447,-0.3846882805589366,-0.15127743317188447,-0.3846882805589366
1754065700,169.41,169.41,168.55,169.15,19874.201,0.23110542054866123,-0.09580650487311004,-0.3269119254217713,-0.09580650487311004,-0.3269119254217713
1754065800,169.16,170.35,168.37,169.8,59575.814,0.2620073707447113,0.0005972880091178467,-0.26141008273559346,0.0005972880091178467,-0.26141008273559346
1754065900,169.81,169.81,168.81,169.02,39702.03,0.2202467031839769,0.013898296244377661,-0.20634840693959924,0.013898296244377661,-0.20634840693959924
1754066000,169.02,169.94,168.79,169.19,31776.476,0.2118490641533886,0.058462923252136534,-0.15338614090125208,0.058462923252136534,-0.15338614090125208
1754066100,169.19,169.74,168.8,168.85,37978.938,0.2056583345143997,-0.0706583345143997,-0.1356583345143997
1754066200,168.86,169.36,168.23,169.23,34106.629,0.2118490641533886,0.058462923252136534,-0.15338614090125208,0.058462923252136534,-0.15338614090125208
1754066300,169.23,169.48,168.58,169.4,37232.699,0.2218441955615625,-0.5569641955615625,-0.6782597542843699,-0.5569641955615625,-0.6782597542843699
1754066400,169.41,169.41,166.19,167.28,101150.168,0.04413276662334609,-0.6760960136284098,-0.7202287802517559,-0.6760960136284098,-0.7202287802517559
1754066500,167.21,168.06,166.67,167.25,54633.499,-0.055821152413336184,-0.756063841485286,-0.7002426890719499,-0.756063841485286,-0.7002426890719499
1754066600,167.25,168.3,166.53,168.11,56579.804,-0.03585302185547845,-0.7450589663912979,-0.7092059445358194,-0.7450589663912979,-0.7092059445358194
1754066700,168.1,168.61,167.61,167.62,20051.964,-0.046262869868637146,-0.7670345318716159,-0.7207716620029787,-0.7670345318716159,-0.7207716620029787
1754066800,167.61,168.97,167.43,167.76,61805.472,-0.03485677425297451,-0.7643426298191969,-0.7294858555662224,-0.7643426298191969,-0.7294858555662224
1754066900,167.77,168.46,167.61,167.95,35877.938,-0.007104465365479706,-0.738366437273072,-0.7312619719075923,-0.738366437273072,-0.7312619719075923
1754067000,167.96,168.4,167.6,168.37,30192.718,0.04413276662334609,-0.6760960136284098,-0.7202287802517559,-0.6760960136284098,-0.7202287802517559
1754067100,168.36,168.36,167.2,167.34,23975.701,0.014767753029250263,-0.7017690889651931,-0.7165368419944433,-0.7017690889651931,-0.7165368419944433
1754067200,167.35,168.36,167.08,168.33,18602.609,0.06530019818010524,-0.6349115942693118,-0.700211792449417,-0.6349115942693118,-0.700211792449417
1754067300,168.32,168.6,167.89,168.14,17423.465,0.08780815266018849,-0.5904516016241814,-0.6782597542843699,-0.5904516016241814,-0.6782597542843699
1754067400,168.14,168.63,167.87,168.52,16550.288,0.12774693098037992,-0.518576090558895,-0.6463230215392749,-0.518576090558895,-0.6463230215392749
1754067500,168.52,168.75,167.94,168.6,19290.001,0.15708089499555689,-0.4499719027948288,-0.6070527987903857,-0.4499719027948288,-0.6070527987903857
1754067600,168.59,168.72,167.88,168.51,13083.193,0.1670232100051049,-0.3982737852840046,-0.56529681425679853,-0.3982737852840046,-0.56529681425679853
1754067700,168.51,168.66,167.8,168.05,27787.462,0.1402968072214148,-0.389925986262341,-0.5302227934837558,-0.389925986262341,-0.5302227934837558
1754067800,168.05,168.66,167.8,168.52,28426.272,0.15101886726091357,-0.3414492094076138,-0.4924680766685274,-0.3414492094076138,-0.4924680766685274
1754067900,168.52,169.23,168.49,169.2,23492.974,0.1977083370513108,-0.24533265535438886,-0.44304099240569966,-0.24533265535438886,-0.44304099240569966
1754068000,169.19,169.76,168.94,169.4,24904.027,0.23341084738705214,-0.15127743317188447,-0.3846882805589366,-0.15127743317188447,-0.3846882805589366
1754068100,169.41,169.41,168.55,169.15,19874.201,0.23110542054866123,-0.09580650487311004,-0.3269119254217713,-0.09580650487311004,-0.3269119254217713
1754068200,169.16,170.35,168.37,169.8,59575.814,0.2620073707447113,0.0005972880091178467,-0.26141008273559346,0.0005972880091178467,-0.26141008273559346
1754068300,169.81,169.81,168.81,169.02,39702.03,0.2202467031839769,0.013898296244377661,-0.20634840693959924,0.013898296244377661,-0.20634840693959924
1754068400,169.02,169.94,168.79,169.19,31776.476,0.2118490641533886,0.058462923252136534,-0.15338614090125208,0.058462923252136534,-0.15338614090125208
1754068500,169.19,169.74,168.8,168.85,37978.938,0.2056583345143997,-0.0706583345143997,-0.1356583345143997
1754068600,168.86,169.36,168.23,169.23,34106.629,0.2118490641533886,0.058462923252136534,-0.15338614090125208,0.058462923252136534,-0.15338614090125208
1754068700,169.23,169.48,168.58,169.4,37232.699,0.2218441955615625,-0.5569641955615625,-0.6782597542843699,-0.5569641955615625,-0.6782597542843699
1754068800,169.41,169.41,166.19,167.28,101150.168,0.04413276662334609,-0.6760960136284098,-0.7202287802517559,-0.6760960136284098,-0.7202287802517559
1754068900,167.21,168.06,166.67,167.25,54633.499,-0.055821152413336184,-0.756063841485286,-0.7002426890719499,-0.756063841485286,-0.7002426890719499
1754069000,167.25,168.3,166.53,168.11,56579.804,-0.03585302185547845,-0.7450589663912979,-0.7092059445358194,-0.7450589663912979,-0.7092059445358194
1754069100,168.1,168.61,167.61,167.62,20051.964,-0.046262869868637146,-0.7670345318716159,-0.7207716620029787,-0.7670345318716159,-0.7207716620029787
1754069200,167.61,168.97,167.43,167.76,61805.472,-0.03485677425297451,-0.7643426298191969,-0.7294858555662224,-0.7643426298191969,-0.7294858555662224
1754069300,167.77,168.46,167.61,167.95,35877.938,-0.007104465365479706,-0.738366437273072,-0.7312619719075923,-0.738366437273072,-0.7312619719075923
