id,symbol,source_system,strategy,category,status,created_at,proposed_closed_at,hold_hours_used,pnl_pct,exit_reason,direction,would_apply
multi_asset_cot_positioning::CT=F::2026-05-08_2031,CT=F,multi_asset_cot,cot_positioning,commodity,WON,2026-05-08 20:31:10,2026-05-10 20:31:10,48,0.0463,TP_HIT_REPLAY,SHORT,YES
multi_asset_futures_momentum::CT=F::2026-05-08_2031,CT=F,multi_asset_copytrader,futures_momentum,commodity,LOST,2026-05-08 20:31:10,2026-05-10 20:31:10,48,-0.03,SL_HIT_REPLAY,LONG,YES
multi_asset_futures_momentum::HG=F::2026-05-08_2031,HG=F,multi_asset_copytrader,futures_momentum,commodity,LOST,2026-05-08 20:31:10,2026-05-10 20:31:10,48,-0.0264,SL_HIT_REPLAY,LONG,YES
multi_asset_forex_carry_momentum::AUDJPY=X::2026-05-08_2031,AUDJPY=X,multi_asset_copytrader,forex_carry_momentum,forex,LOST,2026-05-08 20:31:08,2026-05-11 08:31:08,60,-0.005,SL_HIT_REPLAY,LONG,YES
multi_asset_forex_carry_momentum::NZDUSD=X::2026-05-08_2031,NZDUSD=X,multi_asset_copytrader,forex_carry_momentum,forex,LOST,2026-05-08 20:31:08,2026-05-11 08:31:08,60,-0.005,SL_HIT_REPLAY,LONG,YES
cta_cross_asset_tsmom::CL=F::2026-05-08_1938,CL=F,cta_replicator,cta_cross_asset_tsmom,commodity,LOST,2026-05-08 19:38:45,2026-05-10 19:38:45,48,-0.03,SL_HIT_REPLAY,SHORT,YES
multi_asset_cftc_cot_commercial_signal::CT=F::2026-05-08_193,CT=F,multi_asset_copytrader,cftc_cot_commercial_signal,commodity,WON,2026-05-08 19:38:43,2026-05-10 19:38:43,48,0.0463,TP_HIT_REPLAY,SHORT,YES
multi_asset_ig_contrarian_sentiment::EURJPY=X::2026-05-08_19,EURJPY=X,multi_asset_copytrader,ig_contrarian_sentiment,forex,LOST,2026-05-08 19:38:26,2026-05-11 07:38:26,60,-0.005,SL_HIT_REPLAY,LONG,YES
multi_asset_cot_positioning::CT=F::2026-05-08_1938,CT=F,multi_asset_cot,cot_positioning,commodity,WON,2026-05-08 19:38:16,2026-05-10 19:38:16,48,0.0463,TP_HIT_REPLAY,SHORT,YES
multi_asset_futures_momentum::CT=F::2026-05-08_1938,CT=F,multi_asset_copytrader,futures_momentum,commodity,LOST,2026-05-08 19:38:16,2026-05-10 19:38:16,48,-0.03,SL_HIT_REPLAY,LONG,YES
multi_asset_futures_momentum::HG=F::2026-05-08_1938,HG=F,multi_asset_copytrader,futures_momentum,commodity,LOST,2026-05-08 19:38:16,2026-05-10 19:38:16,48,-0.0263,SL_HIT_REPLAY,LONG,YES
multi_asset_futures_momentum::SI=F::2026-05-08_1938,SI=F,multi_asset_copytrader,futures_momentum,commodity,LOST,2026-05-08 19:38:16,2026-05-10 19:38:16,48,-0.03,SL_HIT_REPLAY,LONG,YES
multi_asset_forex_carry_momentum::AUDJPY=X::2026-05-08_1938,AUDJPY=X,multi_asset_copytrader,forex_carry_momentum,forex,LOST,2026-05-08 19:38:14,2026-05-11 07:38:14,60,-0.005,SL_HIT_REPLAY,LONG,YES
multi_asset_forex_carry_momentum::NZDUSD=X::2026-05-08_1938,NZDUSD=X,multi_asset_copytrader,forex_carry_momentum,forex,LOST,2026-05-08 19:38:14,2026-05-11 07:38:14,60,-0.005,SL_HIT_REPLAY,LONG,YES
cta_cross_asset_tsmom::CL=F::2026-05-08_1842,CL=F,cta_replicator,cta_cross_asset_tsmom,commodity,LOST,2026-05-08 18:42:31,2026-05-10 18:42:31,48,-0.03,SL_HIT_REPLAY,SHORT,YES
multi_asset_cftc_cot_commercial_signal::CT=F::2026-05-08_184,CT=F,multi_asset_copytrader,cftc_cot_commercial_signal,commodity,WON,2026-05-08 18:42:27,2026-05-10 18:42:27,48,0.0463,TP_HIT_REPLAY,SHORT,YES
multi_asset_cot_positioning::CT=F::2026-05-08_1841,CT=F,multi_asset_cot,cot_positioning,commodity,WON,2026-05-08 18:41:51,2026-05-10 18:41:51,48,0.0463,TP_HIT_REPLAY,SHORT,YES
multi_asset_futures_momentum::CT=F::2026-05-08_1841,CT=F,multi_asset_copytrader,futures_momentum,commodity,LOST,2026-05-08 18:41:51,2026-05-10 18:41:51,48,-0.03,SL_HIT_REPLAY,LONG,YES
multi_asset_futures_momentum::HG=F::2026-05-08_1841,HG=F,multi_asset_copytrader,futures_momentum,commodity,LOST,2026-05-08 18:41:51,2026-05-10 18:41:51,48,-0.0263,SL_HIT_REPLAY,LONG,YES
multi_asset_futures_momentum::SI=F::2026-05-08_1841,SI=F,multi_asset_copytrader,futures_momentum,commodity,LOST,2026-05-08 18:41:51,2026-05-10 18:41:51,48,-0.03,SL_HIT_REPLAY,LONG,YES
multi_asset_forex_carry_momentum::AUDJPY=X::2026-05-08_1841,AUDJPY=X,multi_asset_copytrader,forex_carry_momentum,forex,LOST,2026-05-08 18:41:49,2026-05-11 06:41:49,60,-0.005,SL_HIT_REPLAY,LONG,YES
cta_cross_asset_tsmom::CL=F::2026-05-08_1740,CL=F,cta_replicator,cta_cross_asset_tsmom,commodity,LOST,2026-05-08 17:40:08,2026-05-10 17:40:08,48,-0.03,SL_HIT_REPLAY,SHORT,YES
cta_cross_asset_tsmom::USDJPY=X::2026-05-08_1740,USDJPY=X,cta_replicator,cta_cross_asset_tsmom,forex,LOST,2026-05-08 17:40:08,2026-05-11 05:40:08,60,-0.002,SL_HIT_REPLAY,SHORT,YES
multi_asset_cftc_cot_commercial_signal::CT=F::2026-05-08_174,CT=F,multi_asset_copytrader,cftc_cot_commercial_signal,commodity,WON,2026-05-08 17:40:05,2026-05-10 17:40:05,48,0.0463,TP_HIT_REPLAY,SHORT,YES
multi_asset_cot_positioning::CT=F::2026-05-08_1739,CT=F,multi_asset_cot,cot_positioning,commodity,WON,2026-05-08 17:39:34,2026-05-10 17:39:34,48,0.0463,TP_HIT_REPLAY,SHORT,YES
multi_asset_futures_momentum::CT=F::2026-05-08_1739,CT=F,multi_asset_copytrader,futures_momentum,commodity,LOST,2026-05-08 17:39:34,2026-05-10 17:39:34,48,-0.03,SL_HIT_REPLAY,LONG,YES
multi_asset_futures_momentum::HG=F::2026-05-08_1739,HG=F,multi_asset_copytrader,futures_momentum,commodity,LOST,2026-05-08 17:39:34,2026-05-10 17:39:34,48,-0.0263,SL_HIT_REPLAY,LONG,YES
multi_asset_forex_carry_momentum::AUDJPY=X::2026-05-08_1739,AUDJPY=X,multi_asset_copytrader,forex_carry_momentum,forex,LOST,2026-05-08 17:39:32,2026-05-11 05:39:32,60,-0.005,SL_HIT_REPLAY,LONG,YES
multi_asset_cftc_cot_commercial_signal::CT=F::2026-05-08_164,CT=F,multi_asset_copytrader,cftc_cot_commercial_signal,commodity,WON,2026-05-08 16:40:57,2026-05-10 16:40:57,48,0.0463,TP_HIT_REPLAY,SHORT,YES
multi_asset_cot_positioning::CT=F::2026-05-08_1640,CT=F,multi_asset_cot,cot_positioning,commodity,WON,2026-05-08 16:40:31,2026-05-10 16:40:31,48,0.0463,TP_HIT_REPLAY,SHORT,YES
multi_asset_futures_momentum::CT=F::2026-05-08_1640,CT=F,multi_asset_copytrader,futures_momentum,commodity,LOST,2026-05-08 16:40:31,2026-05-10 16:40:31,48,-0.03,SL_HIT_REPLAY,LONG,YES
multi_asset_futures_momentum::HG=F::2026-05-08_1640,HG=F,multi_asset_copytrader,futures_momentum,commodity,LOST,2026-05-08 16:40:31,2026-05-10 16:40:31,48,-0.0263,SL_HIT_REPLAY,LONG,YES
multi_asset_futures_momentum::SI=F::2026-05-08_1640,SI=F,multi_asset_copytrader,futures_momentum,commodity,LOST,2026-05-08 16:40:31,2026-05-10 16:40:31,48,-0.03,SL_HIT_REPLAY,LONG,YES
multi_asset_forex_carry_momentum::AUDJPY=X::2026-05-08_1640,AUDJPY=X,multi_asset_copytrader,forex_carry_momentum,forex,LOST,2026-05-08 16:40:28,2026-05-11 04:40:28,60,-0.005,SL_HIT_REPLAY,LONG,YES
cta_cross_asset_tsmom::CL=F::2026-05-08_1542,CL=F,cta_replicator,cta_cross_asset_tsmom,commodity,LOST,2026-05-08 15:42:25,2026-05-10 15:42:25,48,-0.03,SL_HIT_REPLAY,SHORT,YES
cta_cross_asset_tsmom::USDJPY=X::2026-05-08_1542,USDJPY=X,cta_replicator,cta_cross_asset_tsmom,forex,LOST,2026-05-08 15:42:25,2026-05-11 03:42:25,60,-0.002,SL_HIT_REPLAY,SHORT,YES
multi_asset_cftc_cot_commercial_signal::CT=F::2026-05-08_154,CT=F,multi_asset_copytrader,cftc_cot_commercial_signal,commodity,WON,2026-05-08 15:42:22,2026-05-10 15:42:22,48,0.0463,TP_HIT_REPLAY,SHORT,YES
multi_asset_cot_positioning::CT=F::2026-05-08_1541,CT=F,multi_asset_cot,cot_positioning,commodity,WON,2026-05-08 15:41:43,2026-05-10 15:41:43,48,0.0463,TP_HIT_REPLAY,SHORT,YES
multi_asset_futures_momentum::CT=F::2026-05-08_1541,CT=F,multi_asset_copytrader,futures_momentum,commodity,LOST,2026-05-08 15:41:43,2026-05-10 15:41:43,48,-0.03,SL_HIT_REPLAY,LONG,YES
multi_asset_futures_momentum::HG=F::2026-05-08_1541,HG=F,multi_asset_copytrader,futures_momentum,commodity,LOST,2026-05-08 15:41:43,2026-05-10 15:41:43,48,-0.0263,SL_HIT_REPLAY,LONG,YES
multi_asset_forex_carry_momentum::AUDJPY=X::2026-05-08_1541,AUDJPY=X,multi_asset_copytrader,forex_carry_momentum,forex,LOST,2026-05-08 15:41:41,2026-05-11 03:41:41,60,-0.005,SL_HIT_REPLAY,LONG,YES
cta_cross_asset_tsmom::CL=F::2026-05-08_1447,CL=F,cta_replicator,cta_cross_asset_tsmom,commodity,LOST,2026-05-08 14:47:31,2026-05-10 14:47:31,48,-0.03,SL_HIT_REPLAY,SHORT,YES
cta_cross_asset_tsmom::USDJPY=X::2026-05-08_1447,USDJPY=X,cta_replicator,cta_cross_asset_tsmom,forex,LOST,2026-05-08 14:47:31,2026-05-11 02:47:31,60,-0.002,SL_HIT_REPLAY,SHORT,YES
multi_asset_cftc_cot_commercial_signal::CT=F::2026-05-08_144,CT=F,multi_asset_copytrader,cftc_cot_commercial_signal,commodity,WON,2026-05-08 14:47:27,2026-05-10 14:47:27,48,0.0469,TP_HIT_REPLAY,SHORT,YES
multi_asset_cot_positioning::CT=F::2026-05-08_1446,CT=F,multi_asset_cot,cot_positioning,commodity,WON,2026-05-08 14:46:26,2026-05-10 14:46:26,48,0.0469,TP_HIT_REPLAY,SHORT,YES
multi_asset_futures_momentum::HG=F::2026-05-08_1446,HG=F,multi_asset_copytrader,futures_momentum,commodity,LOST,2026-05-08 14:46:25,2026-05-10 14:46:25,48,-0.0264,SL_HIT_REPLAY,LONG,YES
multi_asset_futures_momentum::SI=F::2026-05-08_1446,SI=F,multi_asset_copytrader,futures_momentum,commodity,LOST,2026-05-08 14:46:25,2026-05-10 14:46:25,48,-0.03,SL_HIT_REPLAY,LONG,YES
cta_cross_asset_tsmom::CL=F::2026-05-08_1343,CL=F,cta_replicator,cta_cross_asset_tsmom,commodity,LOST,2026-05-08 13:43:57,2026-05-10 13:43:57,48,-0.03,SL_HIT_REPLAY,SHORT,YES
cta_cross_asset_tsmom::USDJPY=X::2026-05-08_1343,USDJPY=X,cta_replicator,cta_cross_asset_tsmom,forex,LOST,2026-05-08 13:43:57,2026-05-11 01:43:57,60,-0.002,SL_HIT_REPLAY,SHORT,YES
multi_asset_cftc_cot_commercial_signal::CT=F::2026-05-08_134,CT=F,multi_asset_copytrader,cftc_cot_commercial_signal,commodity,WON,2026-05-08 13:43:54,2026-05-10 13:43:54,48,0.0469,TP_HIT_REPLAY,SHORT,YES
multi_asset_cot_positioning::CT=F::2026-05-08_1343,CT=F,multi_asset_cot,cot_positioning,commodity,WON,2026-05-08 13:43:13,2026-05-10 13:43:13,48,0.0469,TP_HIT_REPLAY,SHORT,YES
multi_asset_futures_momentum::HG=F::2026-05-08_1343,HG=F,multi_asset_copytrader,futures_momentum,commodity,LOST,2026-05-08 13:43:13,2026-05-10 13:43:13,48,-0.0263,SL_HIT_REPLAY,LONG,YES
multi_asset_futures_momentum::SI=F::2026-05-08_1343,SI=F,multi_asset_copytrader,futures_momentum,commodity,LOST,2026-05-08 13:43:13,2026-05-10 13:43:13,48,-0.03,SL_HIT_REPLAY,LONG,YES
multi_asset_forex_carry_momentum::NZDUSD=X::2026-05-08_1343,NZDUSD=X,multi_asset_copytrader,forex_carry_momentum,forex,LOST,2026-05-08 13:43:10,2026-05-11 01:43:10,60,-0.005,SL_HIT_REPLAY,LONG,YES
cta_cross_asset_tsmom::CL=F::2026-05-08_1243,CL=F,cta_replicator,cta_cross_asset_tsmom,commodity,LOST,2026-05-08 12:43:10,2026-05-10 12:43:10,48,-0.03,SL_HIT_REPLAY,SHORT,YES
cta_cross_asset_tsmom::USDJPY=X::2026-05-08_1243,USDJPY=X,cta_replicator,cta_cross_asset_tsmom,forex,LOST,2026-05-08 12:43:10,2026-05-11 00:43:10,60,-0.002,SL_HIT_REPLAY,SHORT,YES
multi_asset_cftc_cot_commercial_signal::CT=F::2026-05-08_124,CT=F,multi_asset_copytrader,cftc_cot_commercial_signal,commodity,WON,2026-05-08 12:43:08,2026-05-10 12:43:08,48,0.0469,TP_HIT_REPLAY,SHORT,YES
multi_asset_cot_positioning::CT=F::2026-05-08_1242,CT=F,multi_asset_cot,cot_positioning,commodity,WON,2026-05-08 12:42:43,2026-05-10 12:42:43,48,0.0469,TP_HIT_REPLAY,SHORT,YES
multi_asset_futures_momentum::HG=F::2026-05-08_1242,HG=F,multi_asset_copytrader,futures_momentum,commodity,LOST,2026-05-08 12:42:43,2026-05-10 12:42:43,48,-0.0264,SL_HIT_REPLAY,LONG,YES
multi_asset_futures_momentum::SI=F::2026-05-08_1242,SI=F,multi_asset_copytrader,futures_momentum,commodity,LOST,2026-05-08 12:42:43,2026-05-10 12:42:43,48,-0.03,SL_HIT_REPLAY,LONG,YES
multi_asset_forex_carry_momentum::AUDJPY=X::2026-05-08_1242,AUDJPY=X,multi_asset_copytrader,forex_carry_momentum,forex,LOST,2026-05-08 12:42:41,2026-05-11 00:42:41,60,-0.005,SL_HIT_REPLAY,LONG,YES
multi_asset_forex_carry_momentum::NZDUSD=X::2026-05-08_1242,NZDUSD=X,multi_asset_copytrader,forex_carry_momentum,forex,LOST,2026-05-08 12:42:41,2026-05-11 00:42:41,60,-0.005,SL_HIT_REPLAY,LONG,YES
cta_cross_asset_tsmom::CL=F::2026-05-08_1139,CL=F,cta_replicator,cta_cross_asset_tsmom,commodity,LOST,2026-05-08 11:39:00,2026-05-10 11:39:00,48,-0.03,SL_HIT_REPLAY,SHORT,YES
multi_asset_cftc_cot_commercial_signal::CT=F::2026-05-08_113,CT=F,multi_asset_copytrader,cftc_cot_commercial_signal,commodity,WON,2026-05-08 11:38:56,2026-05-10 11:38:56,48,0.047,TP_HIT_REPLAY,SHORT,YES
multi_asset_cot_positioning::CT=F::2026-05-08_1138,CT=F,multi_asset_cot,cot_positioning,commodity,WON,2026-05-08 11:38:33,2026-05-10 11:38:33,48,0.047,TP_HIT_REPLAY,SHORT,YES
multi_asset_futures_momentum::HG=F::2026-05-08_1138,HG=F,multi_asset_copytrader,futures_momentum,commodity,LOST,2026-05-08 11:38:33,2026-05-10 11:38:33,48,-0.0264,SL_HIT_REPLAY,LONG,YES
multi_asset_futures_momentum::SI=F::2026-05-08_1138,SI=F,multi_asset_copytrader,futures_momentum,commodity,LOST,2026-05-08 11:38:33,2026-05-10 11:38:33,48,-0.03,SL_HIT_REPLAY,LONG,YES
multi_asset_forex_carry_momentum::AUDJPY=X::2026-05-08_1138,AUDJPY=X,multi_asset_copytrader,forex_carry_momentum,forex,LOST,2026-05-08 11:38:31,2026-05-10 23:38:31,60,-0.005,SL_HIT_REPLAY,LONG,YES
cta_cross_asset_tsmom::CL=F::2026-05-08_1041,CL=F,cta_replicator,cta_cross_asset_tsmom,commodity,LOST,2026-05-08 10:41:29,2026-05-10 10:41:29,48,-0.03,SL_HIT_REPLAY,SHORT,YES
multi_asset_cftc_cot_commercial_signal::CT=F::2026-05-08_104,CT=F,multi_asset_copytrader,cftc_cot_commercial_signal,commodity,WON,2026-05-08 10:41:27,2026-05-10 10:41:27,48,0.047,TP_HIT_REPLAY,SHORT,YES
multi_asset_cot_positioning::CT=F::2026-05-08_1041,CT=F,multi_asset_cot,cot_positioning,commodity,WON,2026-05-08 10:41:03,2026-05-10 10:41:03,48,0.047,TP_HIT_REPLAY,SHORT,YES
multi_asset_futures_momentum::HG=F::2026-05-08_1041,HG=F,multi_asset_copytrader,futures_momentum,commodity,LOST,2026-05-08 10:41:03,2026-05-10 10:41:03,48,-0.0264,SL_HIT_REPLAY,LONG,YES
multi_asset_futures_momentum::SI=F::2026-05-08_1041,SI=F,multi_asset_copytrader,futures_momentum,commodity,LOST,2026-05-08 10:41:03,2026-05-10 10:41:03,48,-0.03,SL_HIT_REPLAY,LONG,YES
multi_asset_forex_carry_momentum::AUDJPY=X::2026-05-08_1041,AUDJPY=X,multi_asset_copytrader,forex_carry_momentum,forex,LOST,2026-05-08 10:41:01,2026-05-10 22:41:01,60,-0.005,SL_HIT_REPLAY,LONG,YES
multi_asset_forex_carry_momentum::NZDUSD=X::2026-05-08_1041,NZDUSD=X,multi_asset_copytrader,forex_carry_momentum,forex,LOST,2026-05-08 10:41:01,2026-05-10 22:41:01,60,-0.005,SL_HIT_REPLAY,LONG,YES
cta_cross_asset_tsmom::CL=F::2026-05-08_0943,CL=F,cta_replicator,cta_cross_asset_tsmom,commodity,LOST,2026-05-08 09:43:52,2026-05-10 09:43:52,48,-0.03,SL_HIT_REPLAY,SHORT,YES
cta_cross_asset_tsmom::USDJPY=X::2026-05-08_0943,USDJPY=X,cta_replicator,cta_cross_asset_tsmom,forex,LOST,2026-05-08 09:43:52,2026-05-10 21:43:52,60,-0.002,SL_HIT_REPLAY,SHORT,YES
multi_asset_cftc_cot_commercial_signal::CT=F::2026-05-08_094,CT=F,multi_asset_copytrader,cftc_cot_commercial_signal,commodity,WON,2026-05-08 09:43:47,2026-05-10 09:43:47,48,0.047,TP_HIT_REPLAY,SHORT,YES
multi_asset_cot_positioning::CT=F::2026-05-08_0943,CT=F,multi_asset_cot,cot_positioning,commodity,WON,2026-05-08 09:43:18,2026-05-10 09:43:18,48,0.047,TP_HIT_REPLAY,SHORT,YES
multi_asset_futures_momentum::HG=F::2026-05-08_0943,HG=F,multi_asset_copytrader,futures_momentum,commodity,LOST,2026-05-08 09:43:18,2026-05-10 09:43:18,48,-0.0263,SL_HIT_REPLAY,LONG,YES
multi_asset_forex_carry_momentum::NZDUSD=X::2026-05-08_0943,NZDUSD=X,multi_asset_copytrader,forex_carry_momentum,forex,LOST,2026-05-08 09:43:16,2026-05-10 21:43:16,60,-0.005,SL_HIT_REPLAY,LONG,YES
cta_cross_asset_tsmom::CL=F::2026-05-08_0843,CL=F,cta_replicator,cta_cross_asset_tsmom,commodity,LOST,2026-05-08 08:43:30,2026-05-10 08:43:30,48,-0.03,SL_HIT_REPLAY,SHORT,YES
cta_cross_asset_tsmom::USDJPY=X::2026-05-08_0843,USDJPY=X,cta_replicator,cta_cross_asset_tsmom,forex,LOST,2026-05-08 08:43:30,2026-05-10 20:43:30,60,-0.002,SL_HIT_REPLAY,SHORT,YES
