Asset,Type,Direction,Entry_Price,Current_Price,TP_Price,SL_Price,PnL_Percent,System,Strategy,Timeframe,Status,Age_Hours,Date
NZDUSD=X,Forex,LONG,N/A,N/A,N/A,N/A,-0.03,non crypto consensus,strong consensus,N/A,Active,N/A,"Apr 6, 6:33 PM"
