CLOSED PICKS BY ASSET CLASS
==========================================================================================

  CRYPTO: 567 picks | 188W/286L = 39.7% WR | PnL: +4.609%
    cnn_lite_pattern_signal                      0W/  1L WR=  0.0% PnL=-0.0772%
    ml_enhanced_WUSDT_1h_D_ensemble_stack        0W/  1L WR=  0.0% PnL=-0.0794%
    ml_enhanced_WUSDT_1d_A_xgboost               0W/  1L WR=  0.0% PnL=-0.0794%
    ml_enhanced_ALGOUSDT_1h_D_ensemble_stack     0W/  1L WR=  0.0% PnL=-0.0870%
    ml_enhanced_BTCUSDT_4h_D_ensemble_stack      0W/  1L WR=  0.0% PnL=-0.0922%
    ml_enhanced_BTCUSDT_1d_D_ensemble_stack      0W/  1L WR=  0.0% PnL=-0.0927%
    ml_enhanced_BNBUSDT_4h_D_ensemble_stack      0W/  1L WR=  0.0% PnL=-0.0986%
    ml_enhanced_BNBUSDT_1d_D_ensemble_stack      0W/  1L WR=  0.0% PnL=-0.0989%
    ml_enhanced_INJUSDT_1d_B_lightgbm            0W/  1L WR=  0.0% PnL=-0.1000%
    ml_enhanced_INJUSDT_4h_A_xgboost             0W/  1L WR=  0.0% PnL=-0.1005%
    hl_momentum_continuation                     1W/  4L WR= 20.0% PnL=-0.1053%
    ml_enhanced_SOLUSDT_1h_D_ensemble_stack      0W/  1L WR=  0.0% PnL=-0.1165%
    ml_enhanced_SOLUSDT_4h_D_ensemble_stack      0W/  1L WR=  0.0% PnL=-0.1173%
    ml_enhanced_SOLUSDT_1d_D_ensemble_stack      0W/  1L WR=  0.0% PnL=-0.1183%
    yahoo_analyst_consensus                      0W/  4L WR=  0.0% PnL=-0.1239%
    volume_spike_backfill                       15W/ 35L WR= 30.0% PnL=-0.1250%
    swing_structure                              0W/  2L WR=  0.0% PnL=-0.1274%
    ml_enhanced_CHZUSDT_1h_D_ensemble_stack      0W/  1L WR=  0.0% PnL=-0.1470%
    ml_enhanced_SUIUSDT_4h_D_ensemble_stack      0W/  1L WR=  0.0% PnL=-0.1544%
    ml_enhanced_ARBUSDT_4h_A_xgboost             0W/  1L WR=  0.0% PnL=-0.1571%
    ml_enhanced_ATOMUSDT_1d_A_xgboost            0W/  1L WR=  0.0% PnL=-0.1589%
    ml_enhanced_ETHUSDT_1h_D_ensemble_stack      0W/  1L WR=  0.0% PnL=-0.1609%
    ml_enhanced_ETHUSDT_4h_D_ensemble_stack      0W/  1L WR=  0.0% PnL=-0.1617%
    ml_enhanced_TIAUSDT_4h_D_ensemble_stack      0W/  1L WR=  0.0% PnL=-0.1639%
    ml_enhanced_TIAUSDT_1d_D_ensemble_stack      0W/  1L WR=  0.0% PnL=-0.1646%
    ml_enhanced_AVAXUSDT_1h_D_ensemble_stack     0W/  1L WR=  0.0% PnL=-0.1719%
    ml_enhanced_BCHUSDT_1d_B_lightgbm            0W/  1L WR=  0.0% PnL=-0.1751%
    ml_enhanced_BCHUSDT_1h_D_ensemble_stack      0W/  1L WR=  0.0% PnL=-0.1757%
    ml_enhanced_BCHUSDT_4h_D_ensemble_stack      0W/  1L WR=  0.0% PnL=-0.1768%
    ml_enhanced_APTUSDT_1d_D_ensemble_stack      0W/  1L WR=  0.0% PnL=-0.2031%
    ml_enhanced_DOTUSDT_1h_D_ensemble_stack      0W/  1L WR=  0.0% PnL=-0.2071%
    ml_enhanced_ZROUSDT_4h_B_lightgbm            0W/  1L WR=  0.0% PnL=-0.2757%
    hl_funding_fade                              4W/  7L WR= 36.4% PnL=-0.2857%
    ml_enhanced_NEARUSDT_4h_D_ensemble_stack     0W/  1L WR=  0.0% PnL=-0.3782%
    ml_enhanced_BTCUSDT_15m_D_ensemble_stack     0W/ 10L WR=  0.0% PnL=-0.8527%
    winner_pattern_precursor                    17W/ 79L WR= 17.7% PnL=-0.9190%
    ml_enhanced_ADAUSDT_15m_D_ensemble_stack     0W/ 10L WR=  0.0% PnL=-1.1697%
    momentum_catcher                             3W/  4L WR= 42.9% PnL=-1.3118%

  FOREX: 14 picks | 3W/0L = 100.0% WR | PnL: +0.003%
    hoffman_irb_reversal                         1W/  0L WR=100.0% PnL=+0.0017%
    proven_triple_ema_pullback                   1W/  0L WR=100.0% PnL=+0.0011%
    cta_tsmom_blend                              1W/  0L WR=100.0% PnL=+0.0000%

  EQUITY: 22 picks | 0W/5L = 0.0% WR | PnL: -0.052%
    markov_zone_transition                       0W/  1L WR=  0.0% PnL=-0.0094%
    fractal_decay_penny                          0W/  1L WR=  0.0% PnL=-0.0163%
    quality_value_composite                      0W/  3L WR=  0.0% PnL=-0.0265%


DIRECTION BY ASSET CLASS
==========================================================================================
  crypto   BUY  : 179W/236L =  43.1% WR | PnL=+9.8950%
  crypto   SELL :   9W/ 50L =  15.3% WR | PnL=-5.2857%
  forex    BUY  :   3W/  0L = 100.0% WR | PnL=+0.0027%
  forex    SELL :   0W/  0L =   0.0% WR | PnL=+0.0000%
  equity   BUY  :   0W/  5L =   0.0% WR | PnL=-0.0521%
  equity   SELL :   0W/  0L =   0.0% WR | PnL=+0.0000%


PERFORMANCE BY CONFIDENCE
==========================================================================================
  Conf 0.80+     :  74W/ 49L =  60.2% | PnL=+7.6090%
  Conf 0.70-0.80 :  39W/ 25L =  60.9% | PnL=+0.8959%
  Conf 0.60-0.70 :  49W/164L =  23.0% | PnL=-1.9922%
  Conf <0.60     :  29W/ 52L =  35.8% | PnL=-1.9330%


WHAT ACTUALLY WORKS (PnL > 0 AND 5+ trades)
==========================================================================================
  ml_enhanced_FETUSDT_1d_B_lightgbm              15W/  1L WR= 93.8% PnL=+6.0750% ['crypto']
  ml_enhanced_RENDERUSDT_1h_D_ensemble_stack     14W/  1L WR= 93.3% PnL=+1.7270% ['crypto']
  ml_enhanced_BNBUSDT_15m_B_lightgbm             15W/  1L WR= 93.8% PnL=+1.0310% ['crypto']
  ml_enhanced_RENDERUSDT_4h_D_ensemble_stack      6W/  1L WR= 85.7% PnL=+0.8471% ['crypto']
  copy_hl_NMTD_25M                               13W/  3L WR= 81.2% PnL=+0.3204% ['crypto']
  binance_smart_money                            11W/  9L WR= 55.0% PnL=+0.3003% ['crypto']
  ema_crossover_backfill                         11W/  8L WR= 57.9% PnL=+0.2210% ['crypto']


ACTIVE PICKS FROM WINNING STRATEGIES
==========================================================================================
Winning strategies: {'ema_crossover_backfill', 'ml_enhanced_FETUSDT_1d_B_lightgbm', 'binance_smart_money', 'ml_enhanced_RENDERUSDT_1h_D_ensemble_stack', 'ml_enhanced_BNBUSDT_15m_B_lightgbm', 'ml_enhanced_RENDERUSDT_4h_D_ensemble_stack', 'copy_hl_NMTD_25M'}
