Symbol,Current Price,50 SMA,200 SMA,BB Upper,BB Middle,BB Lower,ATR,Z-Score,RSI,Short Entry,Short SL,Short TP1,Short TP2,Long Entry,Long SL,Long TP1,Long TP2
BTCUSDT,72413.87,75924.9726,96154.58165000001,72158.43987872367,67860.6735,63562.90712127633,3267.040000000002,2.1188664523696956,62.61149579192551,73862.1474,78762.7074,67860.6735,75924.9726,63562.90712127633,58662.347121276325,67860.6735,75924.9726
ETHUSDT,2112.73,2356.1546000000003,3358.9084500000004,2130.90190384732,1986.291,1841.6800961526799,127.89285714285714,1.7486786492046835,59.86378156832018,2130.90190384732,2322.741189561606,1986.291,2356.1546000000003,1841.6800961526799,1649.840810438394,1986.291,2356.1546000000003
SOLUSDT,89.94,100.44940000000001,154.8529,91.5187645435044,84.8775,78.23623545649559,6.0892857142857135,1.5245590555345225,59.86214209968186,91.5187645435044,100.65269311493297,84.8775,100.44940000000001,78.23623545649559,69.10230688506702,84.8775,100.44940000000001
LTCUSDT,56.43,59.6668,87.37135,57.635657826373766,54.46999999999999,51.30434217362622,2.858571428571428,1.2382892324437755,59.549411162314385,57.635657826373766,61.92351496923091,54.46999999999999,59.6668,51.30434217362622,47.016485030769076,54.46999999999999,59.6668
XRPUSDT,1.4198,1.5921399999999999,2.2332825,1.5087235724026637,1.4125450000000002,1.3163664275973366,0.08230000000000001,0.15086520456190253,51.409366869037285,1.5087235724026637,1.6321735724026638,1.4125450000000002,1.5921399999999999,1.3163664275973366,1.1929164275973365,1.4125450000000002,1.5921399999999999
DOGEUSDT,0.09611,0.10700620000000001,0.16674015,0.107100718659308,0.0973155,0.087530281340692,0.006985714285714287,-0.24639204129655098,47.621052631578955,0.107100718659308,0.11757929008787943,0.0973155,0.10700620000000001,0.087530281340692,0.07705170991212057,0.0973155,0.10700620000000001
