strategy,total_return,annualized_return,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,win_rate,profit_factor,num_trades,avg_trade_return,volatility,avg_win,avg_loss,largest_win,largest_loss,consecutive_wins,consecutive_losses,avg_trade_duration_days
KeltnerRSIConfluence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
ConnorsR4MeanReversion,-0.04508879534667376,-0.33702132900223547,-0.12441825650005829,-0.011824831602424946,-0.15829498357214544,-2.1290714424227644,0.5,0.628937805937725,2,-0.017026945638023268,0.07206610671526506,0.0695616088650911,-0.10361550014113764,0.0695616088650911,-0.10361550014113764,1,1,0
SuperTrendMultiTimeframe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
VolScaledKeltner,-0.17415713366312646,-0.8181649330694012,-0.719469873768199,-0.10695189142609049,-0.1741571336631265,-4.697854838676801,0.0,0.0,2,-0.08930807358269328,0.06413031833989011,0.0,-0.08930807358269328,0.0,-0.10369894214816151,0,2,0
AdaptiveBollingerMomentum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
VolatilityRegimeBreakout,0.49315603423440457,34.56497336709555,0.45691538286778,0.44094391699462326,-0.4147823886838699,83.33278921694901,1.0,0.0,1,0.4961458297480711,0.37478710871111204,0.4961458297480711,0.0,0.4961458297480711,0.0,1,0,15
KamaVolatilityAdaptive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
MultiTimeframeEMACloud,0.8454897971379738,233.78230209942424,0.5557657429101975,0.8307715264499341,-0.4267114912491858,547.8697126600298,0.2,0.5049269609797407,5,-0.18083806508281844,0.5351418133313991,0.5239003668214797,-0.35702267305889296,0.5239003668214797,-0.5196972722847162,1,4,6
MovingAverageSlopeMomentum,0.7141352584145912,120.61838443552494,0.5245284826803389,0.7099832256182613,-0.5888601542555261,204.8336664721665,0.3783783783783784,0.6981850996837572,37,-0.012627822496564595,0.45909219508369375,0.11614665822612072,-0.09101228902341654,0.4136163422858337,-0.28533920146526504,2,5,0
